Gene ID	Protein accession	bombyx_mori	NCBI GeneID	Symbol	Description
135071239	XP_063821091.1	NP_001296557.1	101740775.0	LOC101740775	dnaJ homolog dnj-5
135071548	XP_063821391.1	XP_037874844.1	101741329.0	LOC101741329	catalase
135071311	XP_063821173.1				
135071241	XP_063821097.1	XP_004924809.1	101743821.0	knockout	Stork-head domain-containing protein knockout
135071549	XP_063821392.1	XP_004924788.2	101740914.0	LOC101740914	uncharacterized LOC101740914
135071253	XP_063821108.1	XP_037874788.1	101741056.0	LOC101741056	phosphatidate cytidylyltransferase, photoreceptor-specific
135071550	XP_063821393.1	XP_004924790.1	101741202.0	LOC101741202	protein spaetzle 5
135071240	XP_063821093.1	XP_021202702.2	101743969.0	Tet	Ten-Eleven Translocation (TET) family protein
135071254	XP_063821109.1	XP_004924791.1	101741344.0	Pdss2	Decaprenyl diphosphate synthase subunit 2
135071248	XP_063821102.1	NP_001041678.1	751838.0	Gogat	glutamate synthase
135071243	XP_063821099.1				
135071256	XP_063821110.1	XP_004924792.1	101741480.0	Baldspot	elongation of very long chain fatty acids protein baldspot
135071266	XP_063821127.1	XP_004924798.1	101742199.0	kri	uracil phosphoribosyltransferase krishah
135071259	XP_063821112.1	XP_004924794.2	101741761.0	Lmpt	four and a half LIM domains protein limpet
135071261	XP_063821120.1	XP_062530853.1	134200940.0	LOC134200940	uncharacterized LOC134200940
135071552	XP_063821395.1				
135071260	XP_063821118.1	XP_004924799.1	101742338.0	LOC101742338	uncharacterized LOC101742338
135071269	XP_063821131.1	XP_004924800.1	101742490.0	LOC101742490	X-linked retinitis pigmentosa GTPase regulator
135071554	XP_063821397.1				
135071257	XP_063821111.1	NP_001040379.1	732913.0	LOC732913	mRNA cap-binding protein eIF4E
135071262	XP_063821124.1	XP_004924801.2	101742636.0	LOC101742636	spermine synthase
135071267	XP_063821129.1	NP_001040238.1	692931.0	Chmp1	charged multivesicular body protein 1
135071268	XP_063821130.1	NP_001243977.1	100862827.0	LOC100862827	akirin protein
135071398	XP_063821259.1				
135071265	XP_063821126.1	NP_001040311.1	693093.0	Hou	GID complex subunit 8 homolog protein Houki
135071264	XP_063821125.1	XP_004924802.1	101742780.0	LOC101742780	nucleoporin Nup35
135071275	XP_063821137.1	XP_037874807.1	105841428.0	LOC105841428	uncharacterized LOC105841428
135071278	XP_063821141.1	XP_004924804.2	101743019.0	LOC101743019	ubiquitin-like protein 4A
135071399	XP_063821261.1	XP_037874775.1	101744551.0	Rfx	regulatory transcription factor Rfx
135071277	XP_063821140.1	XP_037874811.1	101744697.0	Ifrd1	Interferon-related developmental regulator 1
135071555	XP_063821398.1	XP_012544643.1	101744833.0	LOC101744833	uncharacterized LOC101744833
135071556	XP_063821399.1				
135071559	XP_063821402.1	XP_004924805.1	101743254.0	Amnionless	amnion associated transmembrane protein
135071272	XP_063821133.1				
135071271	XP_063821132.1				
135071273	XP_063821134.1	XP_004924806.1	101743390.0	LOC101743390	netrin receptor UNC5C
135071562	XP_063821404.1	XP_037875019.1	101742666.0	LOC101742666	peroxidase-like
135071563	XP_063821405.1				
135071276	XP_063821139.1				
135071564	XP_063821406.1	XP_012545598.2	101741765.0	LOC101741765	netrin receptor UNC5C
135071400	XP_063821262.1	XP_012545601.1	101744504.0	LOC101744504	uncharacterized LOC101744504
135071565	XP_063821407.1				
135071566	XP_063821408.1				
135071567	XP_063821410.1				
135071568	XP_063821411.1				
135071287	XP_063821146.1	XP_004925912.2	101741910.0	LOC101741910	protein vein
135071569	XP_063821412.1	XP_004925913.1	101742054.0	mad2	mitotic arrest deficient 2
135071570	XP_063821413.1	XP_004925932.2	101744648.0	LOC101744648	SET domain-containing protein 4
135071288	XP_063821148.1	XP_004925914.2	101742204.0	ABCB7	ATP binding cassette subfamily B member 7
135071571	XP_063821414.1				
135071285	XP_063821144.1	XP_004925916.1	101742446.0	LOC101742446	lebercilin-like protein
135071289	XP_063821149.1	NP_001127751.1	100187575.0	NGR-A35	neuropeptide receptor A35
135071401	XP_063821263.1				
135071402	XP_063821264.1	XP_021203492.3	101744791.0	LOC101744791	sodium channel protein Nach
135071286	XP_063821145.1	NP_001127709.1	100174916.0	NGR-A12	neuropeptide receptor A12
135071284	XP_063821142.1	NP_001116814.1	100144550.0	ae40	alpha-esterase 40
135071572	XP_063821415.1				
135071290	XP_063821150.1	XP_012545610.1	101744934.0	LOC101744934	lachesin
135071404	XP_063821265.1				
135071405	XP_063821266.1	XP_062531064.1	101745077.0	LOC101745077	ionotropic receptor 75a
135071406	XP_063821267.1	XP_037874715.1	101745226.0	cnk	connector enhancer of ksr
135071407	XP_063821269.1				
135071408	XP_063821270.1				
135071409	XP_063821271.1	XP_012545611.1	101742732.0	vg	transcription factor vestigial
135071293	XP_063821151.1	NP_001266403.1	101743498.0	Gp93	heat shock protein 90 Gp93
135071294	XP_063821152.1	NP_001182384.1	100500752.0	TPT	triose-phosphate transporter-like protein
135071574	XP_063821418.1	XP_037874835.1	101745665.0	LOC101745665	palmitoyltransferase app
135072091	XP_063822111.1	XP_037869142.1	101739938.0	dom	domino helicase
135072092	XP_063822112.1	XP_012552268.1	101739802.0	LOC101739802	protein-tyrosine sulfotransferase
135072093	XP_063822113.1	XP_004921552.1	101745169.0	LOC101745169	probable G-protein coupled receptor Mth-like 1
135072185	XP_063822212.1	NP_001243974.1	100862824.0	UGT48C1	UDP-glycosyltransferase UGT48C1
135072186	XP_063822213.1	XP_062526759.1	101745314.0	LOC101745314	protein rhomboid
135071587	XP_063821420.1	XP_012552864.1	101735404.0	LOC101735404	uncharacterized LOC101735404
135072189	XP_063822215.1	XP_004921554.1	101745456.0	LOC101745456	uncharacterized LOC101745456
135071589	XP_063821421.1	XP_004921556.2	101745698.0	LOC101745698	mucin-5AC
135071591	XP_063821423.1	XP_004921558.1	101745986.0	LOC101745986	E3 ubiquitin-protein ligase RNF34
135071590	XP_063821422.1	XP_012551475.1	101745847.0	LOC101745847	ester hydrolase C11orf54 homolog
135072094	XP_063822114.1	XP_037869167.1	101735537.0	Vps13D	vacuolar protein sorting 13D
135071594	XP_063821426.1				
135071593	XP_063821425.1	XP_012552926.1	101735678.0	LOC101735678	uncharacterized LOC101735678
135071595	XP_063821427.1	XP_004921658.1	101735819.0	LOC101735819	uncharacterized LOC101735819
135072095	XP_063822115.1	XP_004921559.2	101746129.0	LOC101746129	protein CNPPD1
135071598	XP_063821428.1	NP_001182396.1	100500764.0	Dronc	Death regulator Nedd2-like caspase
135071604	XP_063821433.1	XP_062526753.1	101746272.0	LOC101746272	selenoprotein M
135072096	XP_063822117.1	XP_037869178.1	101735951.0	LOC101735951	stalled ribosome sensor GCN1
135072190	XP_063822217.1	XP_012553041.3	101736079.0	LOC101736079	U11/U12 small nuclear ribonucleoprotein 48 kDa protein
135072097	XP_063822118.1	XP_012546823.1	105841811.0	sprt	PDZ domain-containing protein sprite
135072099	XP_063822120.1	XP_004921561.1	101746408.0	LOC101746408	protein IWS1 homolog
135072098	XP_063822119.1				
135071601	XP_063821431.1	NP_001093088.1	100101162.0	LOC100101162	ring finger protein 5
135071600	XP_063821430.1	XP_004921562.3	101746688.0	Prp19	pre-mRNA processing factor 19
135072100	XP_063822121.1	XP_012552490.2	101736218.0	l(3)mbt	lethal (3) malignant brain tumor
135071605	XP_063821434.1	XP_012552738.2	101736349.0	BTBD9	BTB (POZ) domain containing 9
135071603	XP_063821432.1	XP_004921564.1	101746927.0	LOC101746927	GTP-binding protein 10 homolog
135071607	XP_063821436.1	XP_004921565.1	101747060.0	PGAP3	Per1-like protein PGAP3
135072101	XP_063822122.1	XP_004921569.2	101735536.0	LOC101735536	uncharacterized LOC101735536
135072102	XP_063822123.1	XP_012552772.1	101736603.0	LOC101736603	D-glucuronyl C5-epimerase
135072103	XP_063822125.1	XP_004921663.1	101736469.0	Drep2	DNA fragmentation factor-related protein 2
135071622	XP_063821455.1				
135072193	XP_063822218.1	XP_004921571.1	101735818.0	LOC101735818	uncharacterized LOC101735818
135071608	XP_063821437.1	XP_004921570.2	101735677.0	LOC101735677	uncharacterized LOC101735677
135071618	XP_063821450.1	XP_004921572.1	101735950.0	LOC101735950	myeloid differentiation primary response protein MyD88
135071610	XP_063821439.1				
135071612	XP_063821442.1	XP_037869085.1	101736743.0	Elp2	elongator complex protein 2
135071609	XP_063821438.1	XP_004921666.1	101736870.0	Rtel1	Regulator of telomere elongation helicase 1
135071611	XP_063821441.1	XP_004921574.1	101736166.0	mRpL21	mitochondrial ribosomal protein L21
135072104	XP_063822126.1	XP_037869246.1	105841880.0	mmd	disintegrin and metalloproteinase domain-containing protein mind-meld
135072105	XP_063822127.1				
135072194	XP_063822219.1	XP_037877467.1	119631019.0	Dnaaf3	dynein axonemal assembly factor 3
135071614	XP_063821444.1	XP_004921670.1	101737422.0	LOC101737422	adhesion G-protein coupled receptor G2
135071619	XP_063821451.1	XP_012552939.1	101736301.0	LOC101736301	E3 ubiquitin-protein ligase SIAH1A
135071624	XP_063821457.1	XP_037869254.1	101736427.0	Rabex-5	Rabaptin-5-associated exchange factor for Rab5
135071620	XP_063821452.1	XP_037869255.1	119629010.0	LOC119629010	DNA oxidative demethylase ALKBH2
135071615	XP_063821447.1	XP_004921577.2	101736555.0	Ttc30	tetratricopeptide repeat domain 30
135071616	XP_063821449.1	XP_004921578.1	101736696.0	LOC101736696	uncharacterized LOC101736696
135071621	XP_063821454.1	XP_004921579.3	101736829.0	Coa8	Cytochrome c oxidase assembly factor 8
135071623	XP_063821456.1	NP_001296558.1	101737705.0	l(3)80Fg	dnaJ homolog subfamily C member 16 l(3)80Fg
135071628	XP_063821459.1	XP_021207329.1	101737091.0	LOC101737091	sugar transporter SWEET1
135071627	XP_063821458.1	XP_021207421.2	101737329.0	LOC101737329	2-oxoglutarate dehydrogenase complex component E1
135071629	XP_063821461.1	XP_004921583.1	101737472.0	LOC101737472	SAC3 domain-containing protein 1
135071630	XP_063821462.1	XP_012551818.1	101737843.0	Marf	Mitochondrial assembly regulatory factor
135071631	XP_063821463.1	XP_004921584.1	101737615.0	BCL7-like	chromatin remodeling complex subunit BCL7B-like protein
135071632	XP_063821464.1	XP_021207568.2	101737977.0	LOC101737977	cilia- and flagella-associated protein 251
135071635	XP_063821468.1	XP_004921585.2	101737757.0	LOC101737757	matrix metalloproteinase-2
135071633	XP_063821465.1	XP_037869122.1	101738027.0	Trxr1	Thioredoxin reductase 1
135071636	XP_063821469.1	XP_004921586.2	101737894.0	sni	SDR family oxidoreductase sniffer
135071637	XP_063821470.1	XP_004921591.3	101738424.0	MESR4	misexpression suppressor of ras 4
135072196	XP_063822220.1	XP_004921592.1	101738557.0	MED19	mediator complex subunit 19
135071638	XP_063821472.1	NP_001091799.1	778504.0	Ost48	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit Ost48
135072106	XP_063822128.1	XP_012552965.2	101738239.0	Git	ARF GTPase-activating protein GIT1
135071639	XP_063821473.1	XP_004921594.1	101738776.0	LOC101738776	dynein axonemal light chain 4
135071641	XP_063821474.1	XP_004921595.1	101738913.0	LOC101738913	probable cytosolic Fe-S cluster assembly factor GL21135
135071642	XP_063821475.1	XP_004921596.1	101739203.0	LOC101739203	apolipoprotein D
135072197	XP_063822221.1	XP_004921597.1	101739342.0	Josd	Josephin domain containing
135071644	XP_063821477.1	XP_004921598.2	101739486.0	LOC101739486	fidgetin-like protein 1
135071643	XP_063821476.1	XP_004921677.1	101738512.0	DNApol-eta	DNA polymerase eta
135071647	XP_063821480.1	NP_001037048.1	692602.0	RpL10	ribosomal protein L10
135071645	XP_063821479.1				
135072199	XP_063822222.1				
135072107	XP_063822129.1	XP_012551644.2	101739623.0	Mrgn1	Mahogunin ring finger 1
135072108	XP_063822130.1				
135072200	XP_063822223.1	NP_001036969.1	692516.0	Fmbp-1	fibroin-modulator-binding protein-1
135071653	XP_063821488.1	XP_004921603.1	101740168.0	GTPBP1	GTP-binding protein 1
135071652	XP_063821487.1	XP_004921602.1	101740037.0	MED9	mediator complex subunit 9
135071648	XP_063821481.1				
135072203	XP_063822226.1				
135072202	XP_063822225.1	XP_037869737.1	119629100.0	LOC119629100	putative nuclease HARBI1
135071650	XP_063821483.1	XP_012549631.1	101739767.0	Mul1	mitochondrial E3 ubiquitin protein ligase 1
135071649	XP_063821482.1	XP_004921604.1	101740306.0	Ctu1	Cytosolic thiouridylase subunit 1
135072109	XP_063822131.1	XP_012552807.1	101738641.0	melt	ventricular zone expressed PH domain-containing protein melted
135071651	XP_063821484.1	XP_037869098.1	101740437.0	LOC101740437	tRNA pseudouridine synthase-like 1
135071654	XP_063821489.1	XP_004921607.1	101740707.0	LOC101740707	transmembrane emp24 domain-containing protein 5
135071655	XP_063821490.1				
135072110	XP_063822132.1	XP_037869270.1	101739343.0	LOC101739343	ephexin-1
135072111	XP_063822133.1	XP_021208923.2	101739624.0	BBS1	Bardet-Biedl syndrome 1
135071659	XP_063821495.1	NP_001037023.1	692575.0	ACBP-like	acyl-CoA binding protein-like
135071657	XP_063821493.1	NP_001037022.1	692574.0	ACBP	acyl-CoA binding protein
135071656	XP_063821491.1	XP_062526713.1	134199558.0	LOC134199558	superoxide dismutase [Cu-Zn]-like
135071660	XP_063821496.1	NP_001037358.2	692772.0	Time	time interval measuring enzyme-esterase A4
135072204	XP_063822227.1	XP_062526714.1	134199559.0	LOC134199559	23 kDa integral membrane protein-like
135072112	XP_063822134.1	XP_012547679.3	105841985.0	LOC105841985	23 kDa integral membrane protein
135071661	XP_063821497.1	XP_062526712.1	101741277.0	LOC101741277	23 kDa integral membrane protein
135072113	XP_063822136.1				
135072114	XP_063822137.1				
135071682	XP_063821528.1				
135071662	XP_063821499.1				
135072317	XP_063822315.1				
135072115	XP_063822138.1	XP_004921689.2	101740438.0	LOC101740438	uncharacterized LOC101740438
135071663	XP_063821500.1	NP_001138795.1	100270768.0	Ero1L	endoplasmic reticulum oxidoreductin-1-like protein
135071664	XP_063821502.1	NP_001040157.1	692847.0	LOC692847	tetraspanin E
135071675	XP_063821515.1	XP_037869121.1	119628988.0	LOC119628988	23 kDa integral membrane protein
135071679	XP_063821521.1	XP_004921614.1	101741997.0	Arfrp1	ADP-ribosylation factor related protein 1
135071684	XP_063821532.1	XP_037869116.1	101742239.0	AP-1gamma	adaptor protein complex 1, gamma subunit
135071674	XP_063821514.1	NP_001138802.1	100270782.0	CSN5	COP9 signalosome subunit 5
135071665	XP_063821503.1	XP_004921618.1	101742474.0	Xbp1	X box binding protein 1
135071683	XP_063821531.1	XP_004921619.1	101742617.0	LOC101742617	paxillin
135072116	XP_063822139.1				
135071667	XP_063821505.1	XP_004921623.1	101743054.0	veli	L27 and PDZ_signaling domain-containing protein veli
135071666	XP_063821504.1	XP_004921624.1	101743201.0	LOC101743201	RING-type E3 ubiquitin-protein ligase PPIL2
135071680	XP_063821522.1	XP_004921625.1	101743337.0	LOC101743337	ubiquitin-conjugating enzyme E2-24 kDa
135071678	XP_063821520.1	NP_001040319.1	693101.0	LOC693101	tetraspanin D107
135071687	XP_063821535.1				
135072117	XP_063822141.1				
135071677	XP_063821519.1	XP_037869114.1	101738907.0	LOC101738907	leukocyte surface antigen CD53
135071676	XP_063821518.1	XP_004921629.1	101743758.0	LOC101743758	CD63 antigen
135072208	XP_063822228.1				
135072077	XP_063822094.1	XP_004921630.1	101743908.0	LOC101743908	CD63 antigen
135071670	XP_063821507.1	XP_062526692.1	101736115.0	LOC101736115	23 kDa integral membrane protein
135071669	XP_063821506.1	XP_004933860.1	101735902.0	LOC101735902	alpha-ketoglutarate-dependent dioxygenase alkB homolog 4
135072078	XP_063822095.1	XP_004921693.2	101740990.0	DCX-EMAP	Doublecortin-domain-containing echinoderm-microtubule-associated protein
135071673	XP_063821513.1	XP_004921694.1	101741135.0	Nsun5	Nop2/Sun-like domain containing protein 5
135071685	XP_063821533.1	XP_021209089.2	101741278.0	Pi3K92E	phosphatidylinositol 3-kinase 92E
135071686	XP_063821534.1	NP_001037034.1	692586.0	w	eye pigment precursor family transporter white
135071672	XP_063821510.1	NP_001243922.1	100862765.0	-w-2	scarlet
135072118	XP_063822142.1				
135072119	XP_063822143.1	XP_037869449.1	101741553.0	RhoGAP19D	Rho GTPase activating protein at 19D
135072120	XP_063822144.1				
135071671	XP_063821509.1	XP_012552048.1	101744303.0	LOC101744303	E3 ubiquitin-protein ligase TRIM37
135071693	XP_063821537.1	XP_012550836.2	101742139.0	Cox10	Cytochrome c oxidase assembly factor 10
135071694	XP_063821539.1	XP_004921634.2	101744446.0	dre4	SPT16 homolog, facilitates chromatin remodeling subunit dre4
135072121	XP_063822145.1	XP_004921635.1	101744594.0	Rad51D	Rad51 recombinase D
135071695	XP_063821540.1	XP_004921638.1	101744916.0	Ttd14	TRPL translocation defect 14
135072212	XP_063822229.1	XP_004921640.1	101745170.0	LOC101745170	uncharacterized LOC101745170
135071718	XP_063821570.1	XP_004921642.1	101745315.0	Mi-2	chromodomain-helicase-DNA-binding protein Mi-2 homolog
135071717	XP_063821568.1				
135071697	XP_063821544.1	XP_012552973.1	101742286.0	LOC101742286	protein downstream neighbor of son homolog
135072213	XP_063822230.1	XP_037869335.1	101745551.0	LOC101745551	NADPH oxidase 4
135072214	XP_063822231.1	XP_004921645.2	101745699.0	Sec20	vesicle transport protein Sec20
135071709	XP_063821561.1				
135072215	XP_063822232.1				
135071698	XP_063821545.1	NP_001116808.1	100144542.0	Nos	Nitric oxide synthase
135071700	XP_063821547.1	NP_001036963.1	692510.0	NOS1	nitric oxide synthase 1
135071701	XP_063821549.1	XP_004921646.1	101746080.0	LOC101746080	cilia- and flagella-associated protein 299
135071702	XP_063821550.1	NP_001036881.1	692425.0	Anxb13	annexin B13
135071703	XP_063821553.1	XP_012550936.1	105842445.0	LOC105842445	15-hydroxyprostaglandin dehydrogenase [NAD(+)]
135072218	XP_063822234.1	XP_004921652.1	101746928.0	LOC101746928	15-hydroxyprostaglandin dehydrogenase [NAD(+)]
135071720	XP_063821572.1	NP_001116809.1	100144543.0	Lrpl	low density lipoprotein receptor-related protein-like protein
135072219	XP_063822235.1	NP_001037610.1	733056.0	Adh	alcohol dehydrogenase-like
135071712	XP_063821564.1	NP_001116813.1	100144549.0	Fng	fringe
135071704	XP_063821554.1	NP_001128673.1	100188964.0	Catl-like	cathepsin L like protein
135072220	XP_063822237.1	NP_001166754.1	100379473.0	CPH23	cuticular protein hypothetical 23
135071711	XP_063821563.1	NP_001106135.1	692509.0	cn	Kynurenine 3-monooxygenase cn
135071708	XP_063821560.1				
135071719	XP_063821571.1	XP_012553008.2	101745855.0	Taf2	TATA-box binding protein associated factor 2
135071721	XP_063821573.1	XP_012553021.2	101745706.0	LOC101745706	uncharacterized LOC101745706
135071716	XP_063821566.1	XP_004923247.2	101745365.0	Ntf-2	nuclear transport factor-2
135071710	XP_063821562.1	XP_004923245.1	101745122.0	Prp31	pre-mRNA processing factor 31
135071706	XP_063821555.1	XP_004923243.1	101744885.0	centrocortin	cerebellar degeneration-related protein 2-like
135071707	XP_063821559.1	XP_037869094.1	101737049.0	LOC101737049	ATP-binding cassette sub-family F member 3
135071713	XP_063821565.1	XP_037869316.1	110386901.0	LOC110386901	reticulocyte-binding protein homolog 2a
135071726	XP_063821575.1	NP_001040298.1	693080.0	LOC693080	E2F transcription factor 4-like protein
135071724	XP_063821574.1	XP_004923266.1	101736918.0	LOC101736918	WD repeat-containing protein 46
135072123	XP_063822146.1	XP_012553001.2	101736789.0	LOC101736789	myelin transcription factor 1
135071727	XP_063821576.1	XP_004923240.2	101744450.0	LOC101744450	armadillo segment polarity protein
135072124	XP_063822147.1	XP_021209168.1	101744306.0	LOC101744306	uncharacterized LOC101744306
135072223	XP_063822238.1				
135072224	XP_063822240.1	XP_004923238.1	101744164.0	LOC101744164	dynein light chain Tctex-type protein 2B
135072225	XP_063822241.1				
135071739	XP_063821596.1	XP_004923237.1	101744020.0	Tob	Transducer of ERBB2
135071728	XP_063821577.1	XP_021209167.2	105842967.0	LOC105842967	zinc finger protein 91
135071738	XP_063821594.1	XP_004923263.2	101736393.0	Rab26	RAS oncogene family member Rab26
135072228	XP_063822242.1	XP_037876446.1	105841410.0	LOC105841410	uncharacterized LOC105841410
135072229	XP_063822243.1	XP_004923236.1	101743872.0	LOC101743872	uncharacterized LOC101743872
135072230	XP_063822244.1				
135072231	XP_063822246.1	XP_004923235.1	101743720.0	LOC101743720	uncharacterized LOC101743720
135071735	XP_063821591.1	NP_001188363.1	100529123.0	Pc	chromodomain protein polycomb
135071733	XP_063821584.1	XP_004923234.1	101743490.0	LOC101743490	putative alpha-L-fucosidase
135072079	XP_063822096.1	XP_012553012.1	101736126.0	Tbc1d8-9	TBC1 domain family member 8/9
135071737	XP_063821593.1	XP_004923231.1	101743104.0	rogdi	rogdi atypical leucine zipper
135071731	XP_063821581.1	XP_004923230.1	101742967.0	LOC101742967	sorting nexin-13
135071734	XP_063821587.1	XP_004923229.1	101742820.0	Rbp6	RNA-binding protein 6
135071736	XP_063821592.1				
135072125	XP_063822149.1	XP_004923228.2	101742673.0	LOC101742673	uncharacterized LOC101742673
135071730	XP_063821579.1	NP_001040134.1	692823.0	Idh	isocitrate dehydrogenase [NADP] cytoplasmic
135071732	XP_063821582.1	XP_004923227.1	101742529.0	LOC101742529	low-density lipoprotein receptor-related protein 2
135072233	XP_063822247.1	XP_012553028.2	101742380.0	slv	sugar transporter SWEET1
135071741	XP_063821601.1	XP_021209152.2	101742243.0	Iml1	GATOR complex protein Iml1
135071740	XP_063821600.1	NP_001037050.1	692604.0	Caspase1	caspase-1
135071743	XP_063821603.1	XP_012552972.1	101742088.0	BBS9	Bardet-Biedl syndrome 9
135071742	XP_063821602.1	NP_001040339.1	732871.0	LOC732871	GTP binding protein
135072234	XP_063822248.1	XP_037869279.1	101741852.0	LOC101741852	protein Asterix
135071780	XP_063821672.1	XP_004923222.1	101741704.0	Sp1	transcription factor Sp8
135071783	XP_063821679.1	XP_004923221.1	101741557.0	LOC101741557	transcription factor Sp5
135071781	XP_063821676.1	XP_004923220.1	101741420.0	ERp44	Endoplasmic reticulum protein 44
135072236	XP_063822249.1				
135071787	XP_063821683.1	XP_004923218.1	101741140.0	LOC101741140	pleckstrin homology domain-containing family A member 3
135071790	XP_063821689.1				
135071789	XP_063821687.1				
135071770	XP_063821640.1	NP_001296480.1	101735729.0	DNApol-delta	DNA polymerase delta
135071775	XP_063821652.1	XP_062526653.1	101735590.0	LOC101735590	BMP-binding endothelial regulator protein
135071788	XP_063821684.1	NP_001037594.1	733030.0	LOC733030	troponin C
135071774	XP_063821651.1	XP_004923217.1	101740993.0	fu	STKc_STK36 domain-containing protein fused
135071745	XP_063821604.1	NP_001077078.1	100036578.0	Cyp18a1	cytochrome P450 18a1
135071746	XP_063821605.1	NP_001106222.1	100127116.0	phtm	cytochrome P450 enzyme phantom
135071747	XP_063821607.1	XP_037876637.1	119630645.0	LOC119630645	uncharacterized LOC119630645
135071748	XP_063821608.1				
135072237	XP_063822250.1				
135071750	XP_063821610.1	NP_001040248.1	692943.0	LOC692943	glycolipid transfer protein
135071749	XP_063821609.1	XP_062526648.1	134199536.0	LOC134199536	uncharacterized LOC134199536
135071785	XP_063821681.1	XP_012552995.1	101740486.0	mRpL16	mitochondrial ribosomal protein L16
135071791	XP_063821691.1	XP_004923213.1	101740355.0	dtn	transmembrane protein 132C dtn
135072238	XP_063822251.1	NP_001091770.1	778475.0	LOC778475	RNA methyltransferase-like
135071753	XP_063821612.1	XP_037869291.1	101747107.0	LOC101747107	protein kintoun
135071771	XP_063821641.1	XP_012553013.1	101746974.0	LOC101746974	potassium voltage-gated channel subfamily H member 8
135071754	XP_063821614.1	XP_037869285.1	101746833.0	LOC101746833	NECAP-like protein CG9132
135071786	XP_063821682.1	XP_037869180.1	101739947.0	Pef	penta-EF-hand domain containing protein peflin
135071773	XP_063821650.1				
135071782	XP_063821677.1	XP_037869283.1	101746695.0	DNApol-alpha50	DNA primase small subunit
135071776	XP_063821653.1	XP_012552974.1	101746553.0	milt	trafficking kinesin-binding protein milt
135072127	XP_063822150.1				
135072241	XP_063822252.1	XP_012552969.2	101746415.0	LOC101746415	intraflagellar transport protein 81 homolog
135071779	XP_063821670.1	NP_001037502.1	693054.0	Ser-4	serotonin receptor 4
135071755	XP_063821615.1	NP_001037081.1	692636.0	CP8	cationic peptide CP8
135071756	XP_063821616.1	XP_037869396.1	101740142.0	LOC101740142	sterol O-acyltransferase 2
135071757	XP_063821618.1	NP_001040345.1	732879.0	LOC732879	syndecan binding protein
135071769	XP_063821635.1	XP_037869394.1	101746180.0	LOC101746180	guanylate cyclase 32E
135071768	XP_063821633.1	XP_021202770.2	101736434.0	LOC101736434	receptor-type guanylate cyclase Gyc76C
135072242	XP_063822254.1	XP_004924885.2	101746037.0	LOC101746037	corepressor interacting with RBPJ 1
135071759	XP_063821619.1	XP_004924882.2	101745661.0	LOC101745661	T-cell immunomodulatory protein
135072243	XP_063822256.1				
135071761	XP_063821620.1	NP_001040402.1	732938.0	Mob4	MOB kinase activator 4
135071762	XP_063821621.1	XP_004924881.1	101745517.0	Rpp25	ribonuclease P protein subunit Rpp25
135072244	XP_063822257.1				
135071778	XP_063821668.1	XP_004924879.2	101745224.0	Tdc2	Tyrosine decarboxylase 2
135071784	XP_063821680.1	XP_004924878.2	101745075.0	LOC101745075	methylosome protein WDR77
135071766	XP_063821630.1	NP_001091745.1	767622.0	Ciao1	cytosolic iron-sulfur assembly component 1
135071764	XP_063821627.1				
135071765	XP_063821629.1				
135071763	XP_063821622.1	XP_012544710.3	101736312.0	LOC101736312	uncharacterized LOC101736312
135072246	XP_063822258.1	XP_004924874.1	101744217.0	LOC101744217	small integral membrane protein 4
135072247	XP_063822259.1	XP_062526647.1	101744359.0	LOC101744359	ubiquinol-cytochrome-c reductase complex assembly factor 6
135071801	XP_063821701.1	XP_012544680.3	101736175.0	LOC101736175	atrial natriuretic peptide-converting enzyme
135071795	XP_063821692.1	XP_037869197.1	101743970.0	LOC101743970	phosphatase and actin regulator 1
135071798	XP_063821696.1	NP_001124378.1	100174852.0	S6k	Ribosomal protein S6 kinase
135071797	XP_063821693.1	XP_004924870.2	101743585.0	LOC101743585	carbohydrate-responsive element-binding protein
135071799	XP_063821698.1	XP_012544692.1	101736039.0	LOC101736039	ATP-binding cassette sub-family C member Sur
135071802	XP_063821702.1	XP_012544699.1	119628353.0	LOC119628353	cGMP-dependent protein kinase, isozyme 1
135072128	XP_063822151.1	XP_062526637.1	101735780.0	Rbfox1	RNA-binding Fox protein 1
135071800	XP_063821699.1	NP_001161754.1	100313947.0	mys	position-specific antigen beta subunit myospheroid
135071805	XP_063821704.1	NP_001116822.2	100144600.0	Khc	kinesin heavy chain
135071806	XP_063821705.1	XP_004924869.1	101743448.0	LOC101743448	sorting nexin-29
135071808	XP_063821708.1	NP_001245293.1	100884168.0	Pitslre	cyclin dependent kinase 11B pitslre
135071811	XP_063821712.1	XP_004924868.2	101743306.0	LOC101743306	uncharacterized LOC101743306
135071810	XP_063821710.1	XP_037869332.1	101735637.0	LOC101735637	tRNA methyltransferase 10 homolog A
135071809	XP_063821709.1	XP_004924867.1	101743166.0	LOC101743166	probable serine hydrolase
135071807	XP_063821706.1	NP_001036861.1	692403.0	ChiR1	chitinase-related protein 1
135071816	XP_063821713.1	XP_004924866.1	101743020.0	LOC101743020	allantoinase
135071817	XP_063821714.1				
135072129	XP_063822152.1	XP_037869261.1	101735499.0	Nup154	nuclear pore complex protein Nup154
135071819	XP_063821716.1	XP_012544736.1	101735369.0	LOC101735369	neural cell adhesion molecule 2
135071818	XP_063821715.1	XP_021202751.1	101747026.0	LOC101747026	carboxypeptidase A2
135071822	XP_063821717.1				
