Gene ID	Protein accession	bombyx_mori	NCBI GeneID	Symbol	Description
135075057	XP_063825494.1	XP_004926405.1	101744651	LOC101744651	transcription factor Adf-1
135075078	XP_063825499.1	NP_001037019.1	692569	LOC692569	deoxynucleoside kinase-like
135075093	XP_063825500.1	NP_001243980.1	100862830	UGT39B1	UDP-glycosyltransferase UGT39B1
135075095	XP_063825501.1	XP_037868193.1	101746818	Vkor	Vitamin-K epoxide reductase
135075096	XP_063825503.1	XP_037868442.1	101744768	rad50	DNA repair protein rad50
135075097	XP_063825504.1	XP_012550973.1	101747091	LOC101747091	serine/arginine repetitive matrix protein 1
135075099	XP_063825508.1	XP_004932270.2	101744340	LOC101744340	uncharacterized LOC101744340
135075101	XP_063825509.1	XP_004932109.1	101746448	Rad17	Rad17 checkpoint clamp loader component
135075102	XP_063825510.1	XP_037868531.1	101744481	swi2	Protein singed wings 2
135075104	XP_063825512.1	XP_004932121.1	101736066	LOC101736066	transmembrane protein 47
135075105	XP_063825515.1	XP_062525707.1	101735941	LOC101735941	SREBP regulating gene protein
135075107	XP_063825516.1	XP_004932113.3	101746959	LOC101746959	N-terminal Xaa-Pro-Lys N-methyltransferase 1
135075108	XP_063825517.1	NP_001040456.1	732995	LOC732995	NADH-ubiquinone oxidoreductase Fe-S protein 7
135075106	XP_063825519.1	XP_004932389.1	101742419	LOC101742419	apolipoprotein D
135075110	XP_063825522.1	NP_001124356.1	100174830	AST-C	allatostatin C
135075114	XP_063825523.1	NP_001036939.1	692485	RPA2	Replication protein A2
135075115	XP_063825524.1	XP_004932103.1	101745690	boca	LDLR chaperone boca
135075116	XP_063825526.1	XP_004932106.1	101746070	LOC101746070	protein spinster
135075117	XP_063825529.1	XP_004932105.1	101745923	Sas-6	Spindle assembly abnormal 6
135075118	XP_063825530.1	XP_037868436.1	101745542	Lap1	leucine rich repeat containing protein 7 lap1
135075119	XP_063825531.1	XP_004932101.1	101745401	LOC101745401	cationic amino acid transporter 4
135075120	XP_063825532.1	XP_004932099.1	101745155	LOC101745155	acetyl-coenzyme A transporter 1
135075121	XP_063825534.1	XP_021207576.1	101745199	LOC101745199	uncharacterized LOC101745199
135075123	XP_063825535.1	XP_037868600.2	101743612	LOC101743612	sodium channel protein Nach
135075124	XP_063825536.1	XP_012550885.3	101743474	LOC101743474	acylphosphatase-1
135075125	XP_063825537.1	XP_037867180.1	101740833	LOC101740833	uncharacterized LOC101740833
135075122	XP_063825538.1	NP_001121786.1	100169706	ae3	alpha-esterase 3
135075126	XP_063825542.1	XP_004932124.1	101736458	l(2)05287	WD repeat-containing protein l(2)05287
135075128	XP_063825543.1	XP_004932098.1	101745006	PNKP	Polynucleotide kinase 3'-phosphatase
135075129	XP_063825545.1	XP_004932278.1	101745493	LOC101745493	protein alan shepard
135075131	XP_063825548.1	XP_004932125.1	101736588	LOC101736588	ribosome biogenesis protein WDR12 homolog
135075133	XP_063825550.1	XP_004932127.1	101736858	LOC101736858	tRNA N(3)-methylcytidine methyltransferase Mettl2
135075134	XP_063825551.1	XP_004932126.1	101736730	LOC101736730	cytochrome P450 CYP12A2
135075135	XP_063825552.1	NP_001093285.1	100101187	Chchd2	Coiled-coil-helix-coiled-coil-helix domain containing 2
135075137	XP_063825554.1	XP_004928612.1	101738448	LOC101738448	uncharacterized LOC101738448
135075138	XP_063825555.1	XP_004932141.1	101738501	Eip63F-1	Ecdysone-induced protein 63F 1
135075140	XP_063825559.1	NP_001266295.1	101745924	CYP354A1	cytochrome P450 9e2-like
135075139	XP_063825560.1	XP_062524468.1	101740564	Ir21a	Ionotropic receptor 21a
135075142	XP_063825563.1	XP_012551002.1	101737699	LOC101737699	uncharacterized LOC101737699
135075143	XP_063825565.1	XP_004932136.1	101737968	LOC101737968	tRNA (cytosine(72)-C(5))-methyltransferase NSUN6
135075144	XP_063825567.1	XP_037868398.1	101738361	LOC101738361	enteropeptidase
135075145	XP_063825568.1	NP_001091755.1	778456	Arf79F	ADP-ribosylation factor 1
135075147	XP_063825569.1	XP_012550987.1	101745779	LOC101745779	dorsal-ventral patterning protein Sog
135075148	XP_063825570.1	XP_004932130.1	101737170	LOC101737170	tripartite motif-containing protein 2
135075149	XP_063825571.1	XP_004932144.1	101738951	rdgBbeta	cytoplasmic phosphatidylinositol transfer protein 1
135075155	XP_063825574.1	XP_004932145.1	101739092	LOC101739092	trafficking protein particle complex subunit 13
135075156	XP_063825575.1	XP_004932146.1	101739234	LOC101739234	derlin-2
135075157	XP_063825576.1	XP_004932147.1	101739369	LOC101739369	protein phosphatase PTC7 homolog
135075159	XP_063825578.1	XP_004932150.1	101739798	calypso	ubiquitin carboxyl-terminal hydrolase calypso
135075160	XP_063825579.1	XP_021207635.2	101740025	clu	clustered mitochondria protein homolog
135075158	XP_063825580.1	XP_004932385.1	101741688	LOC101741688	uncharacterized LOC101741688
135075161	XP_063825581.1	XP_004932160.2	101740887	LOC101740887	protein FAM117B
135075162	XP_063825583.1	XP_004932158.1	101740659	Polr2D	RNA polymerase II subunit D
135075163	XP_063825584.1	XP_037868432.1	101746071	Ube4A	Ubiquitination factor E4A
135075164	XP_063825585.1	XP_004932283.2	101746214	su(sable)	suppressor of sable
135075166	XP_063825589.1	NP_001040126.1	692814	Blos1	biogenesis of lysosome-related organelles complex 1 subunit 1
135075167	XP_063825590.1	NP_001037440.1	693009	Pdxk	pyridoxal kinase
135075168	XP_063825591.1	XP_004932167.1	101741832	LOC101741832	uncharacterized LOC101741832
135075169	XP_063825594.1	NP_001266413.1	101742234	LOC101742234	dual oxidase-like
135075170	XP_063825597.1	NP_001296501.1	101747051	mew	multiple edematous wings
135075171	XP_063825599.1	XP_012550931.1	101746920	LOC101746920	HEAT repeat-containing protein 6
135075172	XP_063825600.1	XP_004932148.1	101739513	AP-2alpha	adaptor protein complex 2, subunit alpha
135075173	XP_063825601.1	XP_004932166.1	101741687	LOC101741687	NK-tumor recognition protein
135075175	XP_063825603.1	NP_001243983.1	100862833	Hmt-1	ABC transporter ATP-binding protein/permease Hmt-1
135075176	XP_063825604.1	XP_004932171.1	101742369	LOC101742369	EF-hand domain-containing family member C2
135075177	XP_063825606.1	XP_037868525.1	119628837	LOC119628837	uncharacterized LOC119628837
135075178	XP_063825607.1	XP_012550911.1	101746639	LOC101746639	uncharacterized LOC101746639
135075179	XP_063825608.1	XP_004932149.1	101739655	LOC101739655	INO80 complex subunit E
135075180	XP_063825610.1	XP_004932154.1	101740157	LOC101740157	uncharacterized LOC101740157
135075182	XP_063825615.1	XP_012550912.1	101742078	LOC101742078	transcription factor 15
135075183	XP_063825617.1	XP_012550965.2	101741546	LOC101741546	G protein-coupled receptor kinase 1
135075186	XP_063825619.1	XP_004932290.1	101747189	LOC101747189	CUE domain-containing protein 1
135075187	XP_063825620.1	XP_012550984.1	105841241	LOC105841241	protein RFT1 homolog
135075188	XP_063825621.1	XP_004932176.1	101742995	Ccz1	vacuolar fusion protein CCZ1
135075189	XP_063825622.1	XP_004932175.2	101742661	Lamtor4	Late endosomal/lysosomal adaptor, MAPK and MTOR activator 4
135075190	XP_063825625.1	XP_004932177.2	101743138	LOC101743138	uncharacterized LOC101743138
135075192	XP_063825626.1	NP_001040330.1	100101160	LOC100101160	translocon-associated protein gamma
135075194	XP_063825627.1	NP_001037596.1	733049	Ref1	RNA and export factor binding protein 1
135075195	XP_063825629.1	XP_004932188.1	101744431	Cmtr1	Cap methyltransferase 1
135075196	XP_063825630.1	XP_004932181.2	101743611	Hmg-2	High mobility group protein 2
135075198	XP_063825631.1	XP_037868236.1	101736068	LOC101736068	juvenile hormone esterase
135075199	XP_063825632.1	NP_001040148.1	692838	RfC3	replication factor C subunit RfC3
135075201	XP_063825634.1	XP_004932192.2	101745007	LOC101745007	septin-2
135075203	XP_063825637.1	XP_004932193.1	101745156	LOC101745156	density-regulated protein homolog
135075204	XP_063825638.1	NP_001296475.1	101745443	Atg1	serine/threonine-protein kinase unc-51-like protein Atg1
135075205	XP_063825643.1	XP_004932198.1	101745691	thoc5	THO complex 5
135075206	XP_063825644.1	XP_004932194.1	101745303	LOC101745303	leucine-rich repeat-containing protein 40
135075207	XP_063825645.1	XP_012551013.1	101744869	LOC101744869	carboxypeptidase D
135075208	XP_063825646.1	XP_004932204.2	101746353	LOC101746353	uncharacterized LOC101746353
135075209	XP_063825647.1	XP_021207619.1	101746213	LOC101746213	uncharacterized LOC101746213
135075211	XP_063825648.1	NP_001091831.1	100037426	Eno	alpha-enolase
135075212	XP_063825649.1	XP_004932205.1	101746733	LOC101746733	PRKR-interacting protein 1 homolog
135075213	XP_063825650.1	XP_004932217.1	101736337	Rpn1	regulatory particle non-ATPase 1
135075214	XP_063825653.1	NP_001106224.1	100127120	sad	Cytochrome P450 family protein sad
135075215	XP_063825655.1	XP_004932216.1	101736205	LOC101736205	cytochrome c oxidase assembly protein COX18, mitochondrial
135075216	XP_063825656.1	XP_012550905.1	101736338	Rnb	R and B
135075217	XP_063825657.1	XP_004932207.1	101747007	LOC101747007	probable RNA-binding protein 19
135075218	XP_063825658.1	XP_004932298.1	101736589	LOC101736589	matrix metalloproteinase-2
135075221	XP_063825660.1	XP_004932208.1	101747143	TM9SF3	transmembrane 9 superfamily protein member 3
135075222	XP_063825661.1	XP_004932210.1	101735350	Nle	notchless protein homolog 1
135075223	XP_063825662.1	XP_037868415.1	101735572	Sas10	UTP3 small subunit processome component Sas10
135075224	XP_063825664.1	XP_037868414.1	119628796	LOC119628796	protein disulfide isomerase Creld2
135075225	XP_063825665.1	XP_012550901.1	101736460	LOC101736460	active breakpoint cluster region-related protein
135075228	XP_063825667.1	XP_004932301.2	101736992	xmas	RRM_XMAS2 and SAC3_GANP domain-containing protein xmas
135075229	XP_063825668.1	XP_037868216.1	101736859	LOC101736859	beta-glucuronidase
135075232	XP_063825673.1	XP_037871092.1	119629408	LOC119629408	putative nuclease HARBI1
135075234	XP_063825674.1	XP_004932305.1	101737837	LOC101737837	sec1 family domain-containing protein 2
135075235	XP_063825675.1	XP_004932233.1	101738819	LOC101738819	glutathione hydrolase 1 proenzyme
135075236	XP_063825679.1	XP_037868299.1	101738679	LOC101738679	nuclear protein 1
135075239	XP_063825681.1	XP_004932226.2	101737515	LOC101737515	putative uncharacterized protein DDB_G0282133
135075240	XP_063825682.1	XP_004924686.1	101735691	LOC101735691	ATP-dependent translocase ABCB1
135075243	XP_063825686.1	XP_004932222.2	101736951	LOC101736951	putative uncharacterized protein DDB_G0282133
135075244	XP_063825687.1	XP_004932228.1	101738185	Ppat-Dpck	Bifunctional Phosphopantetheine adenylyltransferase - Dephospho-CoA kinase
135075245	XP_063825691.1	XP_062525764.1	101737554	LOC101737554	G-protein coupled receptor Mth2
135075246	XP_063825692.1	XP_012550922.2	101737700	S6KL	S6 Kinase Like
135075247	XP_063825693.1	NP_001091801.1	778506	LOC778506	uncharacterized LOC778506
135075248	XP_063825695.1	XP_037868290.1	101736689	LOC101736689	lissencephaly-1 homolog
135075249	XP_063825697.1	XP_004932221.1	101736822	LOC101736822	transmembrane protein 120 homolog
135075251	XP_063825700.1	XP_004932225.1	101737376	LOC101737376	prostaglandin reductase 1
135075252	XP_063825701.1	XP_004932223.1	101737085	LOC101737085	prostaglandin reductase 1
135075253	XP_063825702.1	XP_004932302.1	101737124	Slmap	Sarcolemma associated protein
135075254	XP_063825705.1	XP_004932238.1	101739614	LOC101739614	uncharacterized LOC101739614
135075255	XP_063825707.1	XP_037868528.1	119628338	Atg101	autophagy-related protein 101
135075261	XP_063825709.1	XP_062525769.1	105842441	LOC105842441	uncharacterized LOC105842441
135075262	XP_063825710.1	XP_021207628.3	110386240	LOC110386240	uncharacterized LOC110386240
135075264	XP_063825713.1	XP_021207547.1	101738502	LOC101738502	uncharacterized LOC101738502
135075265	XP_063825715.1	XP_037868355.1	101738362	LOC101738362	uncharacterized LOC101738362
135075266	XP_063825716.1	NP_001140195.1	100286770	Tm	Tm protein
135075268	XP_063825717.1	XP_004932246.1	101740660	EMRE	Essential MCU regulator
135075269	XP_063825718.1	XP_062530553.1	101739065	LOC101739065	high mobility group protein D
135075270	XP_063825719.1	XP_062525779.1	134199289	Ssrp	structure specific recognition protein
135075271	XP_063825720.1	XP_021207548.2	101740114	Ip6k	Inositol hexakisphosphate kinase
135075273	XP_063825724.1	XP_004932251.2	101741320	LOC101741320	cold shock domain-containing protein CG9705
135075274	XP_063825725.1	NP_001243923.1	100862766	Tbh	tyramine beta hydroxylase
135075272	XP_063825726.1	XP_004932356.1	101737970	LOC101737970	mid1-interacting protein 1A
135075275	XP_063825727.1	XP_004932252.1	101741457	LOC101741457	tRNA (uracil-5-)-methyltransferase homolog A
135075276	XP_063825728.1	XP_004932253.1	101741597	LOC101741597	aryl-hydrocarbon-interacting protein-like 1
135075277	XP_063825729.1	XP_037868375.1	101738765	Spt6	transcription elongation factor Spt6
135075278	XP_063825730.1	XP_021207584.1	101739049	LOC101739049	UNC93-like protein
135075280	XP_063825738.1	XP_004927361.1	101744557	LOC101744557	phosphoserine phosphatase
135075283	XP_063825742.1	XP_062525790.1	101745041	LOC101745041	mutS protein homolog 4
135075284	XP_063825743.1	XP_037868356.1	101745188	Prp8	pre-mRNA processing factor 8
135075286	XP_063825745.1	XP_037868362.1	101746524	LOC101746524	differentially expressed in FDCP 6
135075288	XP_063825747.1	XP_004927371.1	101745821	LOC101745821	dynein regulatory complex protein 10
135075289	XP_063825748.1	XP_012546851.2	101745961	LOC101745961	E3 ubiquitin-protein ligase RNF25
135075291	XP_063825753.1	XP_021204467.2	101746663	LOC101746663	G-protein coupled receptor Mth2
135075293	XP_063825754.1	XP_012546638.1	101735746	LOC101735746	tRNA endonuclease ANKZF1
135075292	XP_063825755.1	XP_062524565.1	134198645	LOC134198645	transmembrane protein 199
135075294	XP_063825756.1	XP_037868189.1	101746106	LOC101746106	G-protein coupled receptor Mth2
135075297	XP_063825760.1	XP_012545107.2	105841499	LOC105841499	transmembrane protease serine 3-like
135075299	XP_063825761.1	NP_001108463.1	100141443	GSTt1	glutathione S-transferase theta 1
135075301	XP_063825762.1	XP_004927122.1	101735878	Usp5	ubiquitin specific protease 5
135075302	XP_063825763.1	XP_004927124.2	101736140	LOC101736140	perilipin-4
135075300	XP_063825765.1	XP_062524566.1	101737171	Muted	biogenesis of lysosome-related organelles complex 1 subunit 5
135075303	XP_063825786.1	XP_037868221.1	110385380	Gug	arginine-glutamic acid dipeptide repeats grunge
135075305	XP_063825787.1	XP_021204275.1	101736618	LOC101736618	uncharacterized LOC101736618
135075306	XP_063825788.1	XP_037868346.1	119628792	LOC119628792	uncharacterized LOC119628792
135075304	XP_063825790.1	NP_001040497.1	733040	Rrp42	exosome complex component Rrp42
135075307	XP_063825791.1	XP_021201944.1	101747022	LOC101747022	membrane-bound alkaline phosphatase-like
135075308	XP_063825793.1	XP_004923692.2	101742146	LOC101742146	membrane-bound alkaline phosphatase-like
135075312	XP_063825796.1	XP_004923642.1	101735495	LOC101735495	B-cell receptor-associated protein 31
135075295	XP_063825797.1	XP_037867019.1	101743979	beg	malonyl-CoA-acyl carrier protein transacylase beg
135075313	XP_063825798.1	XP_004923644.1	101735731	DCTN2-p50	dynactin subunit 2
135075315	XP_063825799.1	NP_001037235.1	692703	RpL27	ribosomal protein L27
135075316	XP_063825800.1	XP_037868321.1	101742583	Zdhhc8	zinc finger DHHC-type containing 8
135075314	XP_063825802.1	XP_037867226.1	101738232	LOC101738232	sodium-coupled monocarboxylate transporter 1
135075317	XP_063825803.1	XP_004923647.1	101736129	LOC101736129	CBP80/20-dependent translation initiation factor
135075320	XP_063825804.1	NP_001091758.1	778459	LOC778459	annexin
135075322	XP_063825805.1	NP_001040258.1	692953	P32	complement C1q binding protein P32
135075323	XP_063825807.1	XP_012553420.1	101738695	LOC101738695	rRNA N6-adenosine-methyltransferase ZCCHC4
135075325	XP_063825808.1	XP_004923665.1	101738470	mip40	Myb-interacting protein 40
135075327	XP_063825809.1	XP_037868227.1	101743162	LOC101743162	mucin-2
135075324	XP_063825810.1	XP_037867207.1	101736295	LOC101736295	pancreatic triacylglycerol lipase
135075329	XP_063825812.1	XP_021201951.2	101736752	LOC101736752	unconventional myosin IC
135075330	XP_063825817.1	XP_012553424.1	101735864	Etl1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1
135075331	XP_063825818.1	XP_012553394.2	105843018	LOC105843018	uncharacterized LOC105843018
135075333	XP_063825820.1	NP_001182393.1	100500761	cce-7	carboxyl/cholinesterase 7
135075334	XP_063825821.1	XP_004923655.1	101737096	pths	probable ATP-dependent RNA helicase DDX47
135075335	XP_063825822.1	XP_004923660.1	101737764	Rtc1	RNA terminal phosphate cyclase 1
135075336	XP_063825824.1	XP_004923657.1	101737387	LOC101737387	AN1-type zinc finger protein 1
135075337	XP_063825826.1	NP_001119705.1	100146101	Tra2	transformer 2
135075339	XP_063825839.1	NP_001153670.1	100301502	Rrp40	exosome complex component Rrp40
135075341	XP_063825845.1	NP_001040288.1	692986	Pym	partner of Y14 and mago
135075342	XP_063825846.1	XP_012553386.1	101741854	LOC101741854	calmodulin-A
135075344	XP_063825848.1	XP_004923704.1	101744021	LOC101744021	ATP-dependent RNA helicase DDX42
135075345	XP_063825849.1	XP_004923662.1	101738115	Pfrx	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase
135075346	XP_063825851.1	XP_004923651.2	101736611	LOC101736611	GATOR1 complex protein NPRL2
135075347	XP_063825852.1	XP_004923640.1	101746889	LOC101746889	troponin C
135075351	XP_063825853.1	NP_001036976.1	692523	br	broad-complex core protein
135075353	XP_063825861.1	XP_037868543.1	101740489	LOC101740489	transmembrane protein 222
135075352	XP_063825862.1	XP_004932346.1	101736550	LOC101736550	lipase member H-A
135075356	XP_063825864.1	NP_001040517.1	733105	eIF6	eukaryotic translation initiation factor 6
135075357	XP_063825865.1	XP_004923689.2	101741618	LOC101741618	ras-related protein M-Ras
135075358	XP_063825866.1	XP_012553403.1	101739530	Cp110	Centriolar coiled coil protein 110kDa
135075359	XP_063825868.1	XP_004923687.1	101741377	LOC101741377	uncharacterized LOC101741377
135075361	XP_063825876.1	XP_004923675.1	101739813	LOC101739813	uncharacterized LOC101739813
135075363	XP_063825879.1	XP_012553409.1	101740960	Rala	Ras-like protein A
135075364	XP_063825881.1	XP_004923679.2	101740265	SMC1	structural maintenance of chromosomes 1
135075366	XP_063825882.1	XP_004923672.2	101739389	Uba1	ubiquitin-like activating enzyme 1
135075367	XP_063825883.1	NP_001127732.1	100187553	Dh31-R	Diuretic hormone 31 Receptor
135075365	XP_063825884.1	XP_062524578.1	101737971	LOC101737971	uncharacterized LOC101737971
135075370	XP_063825885.1	NP_001119725.1	100145914	A2	actin A2
135075371	XP_063825886.1	XP_012545190.1	105841516	LOC105841516	uncharacterized LOC105841516
135075372	XP_063825887.1	XP_037868486.1	101739635	LOC101739635	degenerin-like protein asic-1
135075373	XP_063825888.1	XP_004924145.2	101738383	PAN2	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
135075374	XP_063825889.1	XP_037868579.1	101738790	LOC101738790	putative polypeptide N-acetylgalactosaminyltransferase 9
135075375	XP_063825890.1	NP_001124366.1	100174840	Ork	orcokinin
135075376	XP_063825891.1	XP_004932264.1	101743196	MED1	Mediator complex subunit 1
135075378	XP_063825892.1	XP_004932093.1	101744194	LOC101744194	facilitated trehalose transporter Tret1
135075380	XP_063825894.1	XP_012551021.1	101746495	LOC101746495	kazrin
135075377	XP_063825895.1	NP_001091789.1	778494	Or-15	olfactory receptor 15
135075382	XP_063825897.1	XP_004932190.1	101744723	LOC101744723	superoxide dismutase [Cu-Zn]
135075384	XP_063825899.1	XP_004923649.1	101736354	LOC101736354	formin-like protein
135075387	XP_063825901.1	XP_037868564.1	101737151	LOC101737151	metabotropic glutamate receptor 2
135075389	XP_063825904.1	XP_037868474.1	105841511	LOC105841511	uncharacterized LOC105841511
135075395	XP_063825909.1	XP_037868391.1	101735373	LOC101735373	uncharacterized LOC101735373
135075393	XP_063825911.1	XP_004932329.1	101746072	Uch	Ubiquitin carboxyl-terminal hydrolase
135075398	XP_063825913.1	XP_037868471.1	110385059	Ubr3	Ubr3 ubiquitin ligase
135075399	XP_063825914.1	XP_021203141.1	101736316	LOC101736316	uncharacterized LOC101736316
135075401	XP_063825916.1	XP_004925167.2	101744981	Gart	trifunctional purine biosynthetic protein adenosine-3 Gart
135075402	XP_063825917.1	XP_004925178.1	101746467	LOC101746467	rac GTPase-activating protein 1
135075404	XP_063825918.1	XP_037868288.1	101747115	LOC101747115	uncharacterized LOC101747115
135075405	XP_063825919.1	XP_004925185.1	101735459	LOC101735459	uncharacterized LOC101735459
135075408	XP_063825924.1	NP_001166196.1	100379191	RagC-D	Ras-related GTP binding C/D
135075411	XP_063825925.1	XP_037868408.1	101737573	Ptpmeg	protein tyrosine phosphatase Meg
135075412	XP_063825926.1	XP_021202314.1	105841330	LOC105841330	uncharacterized LOC105841330
135075413	XP_063825927.1	XP_037868547.1	101743360	LOC101743360	uncharacterized LOC101743360
135075414	XP_063825928.1	XP_021202318.1	110384868	LOC110384868	uncharacterized LOC110384868
135075416	XP_063825929.1	XP_012550985.1	101740803	LOC101740803	inositol polyphosphate 5-phosphatase K
135075418	XP_063825931.1	XP_062525678.1	101742032	LOC101742032	uncharacterized LOC101742032
135075422	XP_063825933.1	NP_001233217.1	100653406	Gr68	gustatory receptor 68
135075423	XP_063825934.1	XP_021207670.1	101741456	LOC101741456	uncharacterized LOC101741456
135075424	XP_063825935.1	XP_004932096.2	101744580	Chro	chromodomain-containing protein chromator
135075421	XP_063825936.1	XP_037867106.1	101736590	RpLP0-like	ribosomal protein LP0-like
135075426	XP_063825938.1	XP_012550939.1	101744049	LOC101744049	fibrosin-1-like protein
135075427	XP_063825939.1	XP_037873368.2	119629905	LOC119629905	uncharacterized LOC119629905
135075428	XP_063825940.1	XP_012551049.1	105842449	tadr	torn and diminished rhabdomeres
135075429	XP_063825941.1	XP_037868462.2	101743753	LOC101743753	sodium channel protein Nach
135075431	XP_063825942.1	XP_012550914.2	101745631	LOC101745631	rho guanine nucleotide exchange factor 10
135075433	XP_063825944.1	XP_004932172.1	101742519	mol	dual oxidase maturation factor 1 mol
135075434	XP_063825945.1	NP_001037039.1	692592	LOC692592	lysosomal-associated transmembrane protein
135075435	XP_063825946.1	XP_012550994.3	101735397	Cap-D2	CAP-D2 condensin subunit
135075436	XP_063825947.1	XP_037868292.1	101735669	ebo	ellipsoid body open
135075439	XP_063825949.1	XP_037868527.1	110386245	LOC110386245	uncharacterized LOC110386245
135075441	XP_063825951.1	XP_037868350.1	101740804	fliI	FLII actin remodeling protein
135075442	XP_063825952.1	XP_012550966.2	101741177	Hip1	Huntingtin interacting protein 1
135075444	XP_063825953.1	NP_001036940.1	692486	Rpa3	replication protein A3
135075445	XP_063825954.1	XP_062525796.1	101746388	LOC101746388	dynein regulatory complex subunit 2
135075446	XP_063825955.1	XP_037868186.1	101736889	LOC101736889	hemicentin-1
135075447	XP_063825957.1	XP_037868455.1	101737156	dila	centrosomal protein dilatory
135075420	XP_063825958.1	XP_021204624.1	101743540	LOC101743540	leucine carboxyl methyltransferase 1
135075448	XP_063825959.1	XP_004927127.2	101736479	LOC101736479	uncharacterized LOC101736479
135075449	XP_063825960.1	XP_037868343.1	101737443	LOC101737443	zinc finger protein 569
135075451	XP_063825962.1	XP_037868344.1	101737584	c12.2	von Willebrand factor A domain-containing protein c12.2
135075454	XP_063825964.1	XP_021201945.2	101742005	LOC101742005	guanylate cyclase 32E
135075455	XP_063825965.1	XP_012553401.2	101742292	LOC101742292	receptor-type guanylate cyclase gcy-1
135075457	XP_063825967.1	XP_037868232.1	101742722	LOC101742722	titin
135075459	XP_063825968.1	NP_001245292.1	100884167	Cdk12	Cyclin-dependent kinase 12
135075460	XP_063825969.1	XP_004923654.1	101736962	LOC101736962	translation initiation factor IF-2
135075461	XP_063825970.1	XP_037868450.1	101742874	LOC101742874	kinesin-like protein KIF12
135075462	XP_063825972.1	XP_012553422.1	101737241	Not3	CCR4-associated factor Not3
135075463	XP_063825973.1	NP_001037033.1	692585	Lgr1	Leucine-rich repeat-containing G protein-coupled receptor 1
135075464	XP_063825974.1	XP_062525860.1	101737531	LOC101737531	valine--tRNA ligase
135075465	XP_063825975.1	XP_004923697.2	101743016	HPS4	Hermansky-Pudlak syndrome 4 protein
135075466	XP_063825976.1	XP_037868229.1	101743581	LOC101743581	cell adhesion molecule DSCAML1
135075467	XP_063825977.1	XP_021201957.1	110384780	LOC110384780	uncharacterized LOC110384780
135075469	XP_063825978.1	XP_004923702.3	101743721	chif	DBF4-CDC7 kinase regulatory subunit chiffon
135075470	XP_063825979.1	XP_012553435.2	101743873	LOC101743873	protein HID1
135075471	XP_063825980.1	XP_037868204.1	101740235	LOC101740235	SPRY domain-containing SOCS box protein 3
135075472	XP_063825981.1	XP_004923664.1	101738331	Pat1	Protein interacting with APP tail-1
135075473	XP_063825982.1	XP_004923707.1	101744451	hfw	leucine-rich repeat domain-containing protein hfw
135075474	XP_063825983.1	XP_004923670.1	101739159	LOC101739159	protein real-time
135075478	XP_063825986.1	XP_012553431.1	101739950	Rbpn-5	Rab GTPase-binding effector protein rabaptin-5
135075479	XP_063825987.1	XP_037868377.1	105841244	HDAC4	histone deacetylase 4
135075481	XP_063825990.1	XP_037868390.1	101744741	mio	GATOR complex protein mio
135075482	XP_063825991.1	XP_037868480.1	119628809	Wdr24	WD repeat domain 24
135075483	XP_063825992.1	XP_037868483.2	101745026	Usp30	ubiquitin specific protease 30
135075484	XP_063825993.1	XP_037868402.1	101745176	LOC101745176	titin
135075485	XP_063825994.1	XP_004923686.1	101741239	LOC101741239	uncharacterized LOC101741239
135075486	XP_063825995.1	XP_037868586.1	101745320	LOC101745320	protein deltex
135075487	XP_063825997.1	XP_021201985.1	101745602	LOC101745602	ecdysone oxidase-like
135075498	XP_063826006.1	NP_001037436.1	693007	Sert	serotonin transporter
135075502	XP_063826009.1	XP_037868489.1	119628812	LOC119628812	multiple inositol polyphosphate phosphatase 1
135075504	XP_063826011.1	XP_004925389.1	101736799	PIG-X	Phosphatidylinositol glycan anchor biosynthesis class X
135075510	XP_063826012.1	NP_001296510.1	101746040	LOC101746040	5-hydroxytryptamine receptor
135075507	XP_063826013.1	XP_004930241.3	101741361	LOC101741361	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial
135075517	XP_063826016.1	XP_004924118.1	101746178	CSN7	COP9 signalosome subunit 7
135075519	XP_063826017.1	XP_037868371.1	101736754	cg	zinc finger transcription protein combgap
135075522	XP_063826019.1	XP_012549132.1	101742169	DIP-beta	Dpr-interacting protein beta
135075531	XP_063826027.1	XP_037868359.1	101737432	LOC101737432	fibroblast growth factor receptor 3
135075532	XP_063826028.1	NP_001266386.1	101747068	MHF1	centromere protein S-like
135075535	XP_063826030.1	XP_062525669.1	101738653	LOC101738653	uncharacterized LOC101738653
135075538	XP_063826032.1	XP_062525672.1	101738926	LOC101738926	serine-enriched protein
135075540	XP_063826033.1	NP_001037646.1	733079	Spx	spliceosomal protein on the X
135075542	XP_063826034.1	NP_001166772.1	100379491	CPH5	cuticular protein hypothetical 5
135075543	XP_063826035.1	XP_004932069.1	101740944	LOC101740944	dynein regulatory complex subunit 2
135075544	XP_063826036.1	XP_004932070.3	101741175	LOC101741175	malate dehydrogenase, mitochondrial
135075545	XP_063826037.1	NP_001098702.1	100125608	LOC100125608	nanos-like protein
135075546	XP_063826038.1	XP_021207611.1	101742810	spt4	Transcription elongation factor subunit spt4
135075548	XP_063826039.1	XP_004932084.1	101743048	LOC101743048	TP53-regulated inhibitor of apoptosis 1
