NCBI GeneID	Symbol	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
135073939	LOC135073939	uncharacterized LOC135073939	Ostrinia nubilalis	European corn borer	ncRNA	1		
135073940	LOC135073940	uncharacterized LOC135073940	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135073941	LOC135073941	chaoptin	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	3355160	NCBI Ortholog
135073942	Herc4	HECT and RLD domain containing E3 ubiquitin ligase 4	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	5	38151	NCBI Ortholog
135073943	LOC135073943	deoxyribodipyrimidine photo-lyase-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135073944	LOC135073944	sphingomyelin phosphodiesterase 1-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135073945	nAChRalpha4	nicotinic acetylcholine receptor alpha4	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2	40521	NCBI Ortholog
135073946	LOC135073946	juvenile hormone esterase-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135073947	LOC135073947	ATP synthase subunit beta, mitochondrial	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135073948	Nmd3	60S ribosomal export protein NMD3	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	31195	NCBI Ortholog
135073949	qless	decaprenyl diphosphate synthase subunit 1 qless	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	43697	NCBI Ortholog
135073950	LOC135073950	uncharacterized LOC135073950	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	7	39153	NCBI Ortholog
135073951	LOC135073951	ankyrin repeat and MYND domain-containing protein 1-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135073952	LOC135073952	uncharacterized LOC135073952	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135073953	LOC135073953	carbonic anhydrase 7-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135073954	LOC135073954	retinol dehydrogenase 11-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135073955	Uqcc1	Ubiquinol-cytochrome c reductase complex assembly factor 1	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	38758	NCBI Ortholog
135073956	mRpL32	mitochondrial ribosomal protein L32	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	43698	NCBI Ortholog
135073957	twr	signal peptidase complex catalytic subunit SEC11 homolog C twr	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	40815	NCBI Ortholog
135073958	sNPF	short neuropeptide F precursor	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	35286	NCBI Ortholog
135073959	LOC135073959	coiled-coil domain-containing protein 12	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	43556	NCBI Ortholog
135073960	egr	TNF superfamily member 12 eiger	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	36054	NCBI Ortholog
135073961	RpL24	ribosomal protein L24	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2	34754	NCBI Ortholog
135073962	LOC135073962	uncharacterized LOC135073962	Ostrinia nubilalis	European corn borer	ncRNA	1		
135073963	LOC135073963	CTP synthase	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2	39645	NCBI Ortholog
135073964	LOC135073964	uncharacterized LOC135073964	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	53563	NCBI Ortholog
135073965	LOC135073965	piggyBac transposable element-derived protein 4-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135073966	LOC135073966	uncharacterized LOC135073966	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135073967	LOC135073967	uncharacterized LOC135073967	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135073968	LOC135073968	uncharacterized LOC135073968	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135073969	LOC135073969	uncharacterized LOC135073969	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135073970	LOC135073970	protein IWS1 homolog	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135073971	foxo	forkhead box, sub-group O	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	41709	NCBI Ortholog
135073972	LOC135073972	3-oxoacyl-[acyl-carrier-protein] reductase FabG-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135073973	LOC135073973	uncharacterized oxidoreductase TM_0325-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135073974	LOC135073974	clotting factor B-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135073975	LOC135073975	uncharacterized LOC135073975	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	6		
135073976	LOC135073976	uncharacterized LOC135073976	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135073977	LOC135073977	dnaJ homolog subfamily C member 8	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	42812	NCBI Ortholog
135073978	LOC135073978	uncharacterized LOC135073978	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	3	43000	NCBI Ortholog
135073979	LOC135073979	THAP domain-containing protein 5-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135073980	LOC135073980	uncharacterized LOC135073980	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	34779	NCBI Ortholog
135073981	LOC135073981	pyruvate kinase-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135073982	LOC135073982	uncharacterized LOC135073982	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135073983	PCID2	PCI domain-containing protein 2	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	39306	NCBI Ortholog
135073984	LOC135073984	peptidoglycan recognition protein-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135073985	LOC135073985	uncharacterized LOC135073985	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135073986	LOC135073986	peptidoglycan recognition protein-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	3		
135073987	LOC135073987	uncharacterized LOC135073987	Ostrinia nubilalis	European corn borer	ncRNA	1		
135073988	fwd	phosphatidylinositol 4-kinase beta fwd	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2	45374	NCBI Ortholog
135073989	LOC135073989	uncharacterized LOC135073989	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	41644	NCBI Ortholog
135073990	LOC135073990	MKI67 FHA domain-interacting nucleolar phosphoprotein-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2	42662	NCBI Ortholog
135073991	LOC135073991	putative nuclease HARBI1	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135073992	LOC135073992	elongation factor 1-alpha	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135073993	LOC135073993	NAD-dependent protein deacylase sirtuin-5, mitochondrial-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135073994	DCTN6-p27	dynactin subunit 6	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	35195	NCBI Ortholog
135073995	LOC135073995	ATP-dependent RNA helicase DDX54	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	326208	NCBI Ortholog
135073996	LOC135073996	uncharacterized LOC135073996	Ostrinia nubilalis	European corn borer	ncRNA	1		
135073997	LOC135073997	uncharacterized LOC135073997	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135073998	Cad96Ca	tyrosine kinase receptor Cad96Ca	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	3	43026	NCBI Ortholog
135073999	LOC135073999	tachykinin-like peptides receptor 86C	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074000	LOC135074000	allantoicase-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074001	LOC135074001	carbonic anhydrase 2-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074002	LOC135074002	sodium- and chloride-dependent glycine transporter 1-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074003	Nemp	nuclear envelope integral membrane protein	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	32639	NCBI Ortholog
135074004	ics	ras suppressor protein 1	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	34774	NCBI Ortholog
135074005	LOC135074005	sphingosine-1-phosphate lyase	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	4	46059	NCBI Ortholog
135074006	fray	oxidative stress responsive kinase frayed	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	44233	NCBI Ortholog
135074007	LOC135074007	FK506-binding protein 5	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	6	46017	NCBI Ortholog
135074008	LOC135074008	V-type proton ATPase 116 kDa subunit a 1-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074009	ash2	set1/Ash2 histone methyltransferase complex subunit ASH2	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	4	42936	NCBI Ortholog
135074010	LOC135074010	katanin p60 ATPase-containing subunit A1-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	5		
135074011	LOC135074011	acyl-coenzyme A diphosphatase NUDT19-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074012	LOC135074012	2-acylglycerol O-acyltransferase 1-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074013	LOC135074013	2-acylglycerol O-acyltransferase 2-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074014	jar	Myosin heavy chain 95F jaguar	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	42889	NCBI Ortholog
135074015	LOC135074015	membrane alanyl aminopeptidase-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135074016	superdeath	Suppressor of ER stress-induced death	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	43444	NCBI Ortholog
135074017	LOC135074017	membrane alanyl aminopeptidase-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074018	LOC135074018	membrane alanyl aminopeptidase-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074019	LOC135074019	uncharacterized LOC135074019	Ostrinia nubilalis	European corn borer	ncRNA	1		
135074020	lft	Limb expression 1 family member lowfat	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	34405	NCBI Ortholog
135074021	LOC135074021	membrane alanyl aminopeptidase-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074022	LOC135074022	membrane alanyl aminopeptidase-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074023	LOC135074023	membrane alanyl aminopeptidase-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074024	LOC135074024	membrane alanyl aminopeptidase-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074025	LOC135074025	membrane alanyl aminopeptidase-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074026	LOC135074026	aminopeptidase N-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074027	LOC135074027	WAP four-disulfide core domain protein 2-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074028	LOC135074028	aminopeptidase N-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074029	LOC135074029	aminopeptidase N	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2	3355093	NCBI Ortholog
135074030	LOC135074030	uncharacterized LOC135074030	Ostrinia nubilalis	European corn borer	ncRNA	1		
135074031	LOC135074031	leucyl-cystinyl aminopeptidase-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074032	LOC135074032	transmembrane protein 181	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	42592	NCBI Ortholog
135074033	LOC135074033	uncharacterized LOC135074033	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	34362	NCBI Ortholog
135074034	LOC135074034	uncharacterized LOC135074034	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074035	Vps51	vacuolar protein sorting 51	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	37156	NCBI Ortholog
135074036	LOC135074036	uncharacterized LOC135074036	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135074037	LOC135074037	protein disulfide-isomerase A3	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	36270	NCBI Ortholog
135074038	CAH9	Carbonic anhydrase 9	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	43264	NCBI Ortholog
135074039	Vha14-1	V-type proton ATPase subunit Vha14-1	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	36731	NCBI Ortholog
135074040	LOC135074040	inner nuclear membrane protein Man1-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135074041	LOC135074041	fatty-acid amide hydrolase 2-A	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	40956	NCBI Ortholog
135074042	LOC135074042	pre-mRNA-processing factor 17	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	42593	NCBI Ortholog
135074043	LOC135074043	terminal nucleotidyltransferase 5C	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	3	246653	NCBI Ortholog
135074044	LOC135074044	5-aminolevulinate synthase, erythroid-specific, mitochondrial	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	37815	NCBI Ortholog
135074045	BckdhB	Branched chain keto acid dehydrogenase E1 subunit beta	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	3355069	NCBI Ortholog
135074046	krz	beta-arrestin protein kurtz	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	3	53554	NCBI Ortholog
135074047	LOC135074047	uncharacterized LOC135074047	Ostrinia nubilalis	European corn borer	ncRNA	1		
135074048	LOC135074048	myc box-dependent-interacting protein 1	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	36383	NCBI Ortholog
135074049	LOC135074049	meiosis-specific nuclear structural protein 1-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074050	LOC135074050	solute carrier family 22 member 3-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074051	LOC135074051	zinc finger protein Elbow	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	34844	NCBI Ortholog
135074052	LOC135074052	uncharacterized LOC135074052	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074053	LOC135074053	uncharacterized LOC135074053	Ostrinia nubilalis	European corn borer	ncRNA	1		
135074054	Nurf-38	Inorganic pyrophosphatase Nurf-38	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	37922	NCBI Ortholog
135074055	Xpac	DNA repair protein complementing XP-A cells homolog Xpac	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	4	31357	NCBI Ortholog
135074056	LOC135074056	uncharacterized LOC135074056	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074057	LOC135074057	uncharacterized LOC135074057	Ostrinia nubilalis	European corn borer	ncRNA	1		
135074058	LOC135074058	uncharacterized LOC135074058	Ostrinia nubilalis	European corn borer	ncRNA	2		
135074059	LOC135074059	NKAP family protein CG6066	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	43267	NCBI Ortholog
135074060	LOC135074060	uncharacterized LOC135074060	Ostrinia nubilalis	European corn borer	ncRNA	1		
135074061	LOC135074061	uncharacterized LOC135074061	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074062	LOC135074062	uncharacterized LOC135074062	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074063	LOC135074063	nematocyst expressed protein 4-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	4		
135074064	LOC135074064	uncharacterized LOC135074064	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074065	LOC135074065	uncharacterized LOC135074065	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074066	LOC135074066	uncharacterized LOC135074066	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074067	LOC135074067	flexible cuticle protein 12-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074068	LOC135074068	flexible cuticle protein 12-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074069	LOC135074069	uncharacterized LOC135074069	Ostrinia nubilalis	European corn borer	ncRNA	1		
135074070	LOC135074070	putative nuclease HARBI1	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074071	LOC135074071	mucin-2-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074072	LOC135074072	skin secretory protein xP2-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074073	LOC135074073	uncharacterized LOC135074073	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074074	LOC135074074	uncharacterized LOC135074074	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074075	LOC135074075	uncharacterized LOC135074075	Ostrinia nubilalis	European corn borer	ncRNA	1		
135074076	LOC135074076	centrosomal protein of 290 kDa-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074077	LOC135074077	centrosomal protein of 290 kDa-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074078	LOC135074078	carcinine transporter-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074079	LOC135074079	uncharacterized LOC135074079	Ostrinia nubilalis	European corn borer	ncRNA	1		
135074080	LOC135074080	uncharacterized LOC135074080	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074081	mmm	missing minor mitochondria	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	38851	NCBI Ortholog
135074082	LOC135074082	PRL-1 phosphatase	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	4	34952	NCBI Ortholog
135074083	LOC135074083	uncharacterized LOC135074083	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074084	LOC135074084	putative nuclease HARBI1	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074085	LOC135074085	uncharacterized LOC135074085	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074086	TBC1D5	TBC1 domain family member 5	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	41628	NCBI Ortholog
135074087	LOC135074087	EGFR adapter protein-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074088	Atac3	Ada2a-containing complex component 3	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	38055	NCBI Ortholog
135074089	LOC135074089	uncharacterized LOC135074089	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074090	Ltn1	E3 ubiquitin-protein ligase listerin	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	40127	NCBI Ortholog
135074091	LOC135074091	uncharacterized LOC135074091	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074092	LOC135074092	uncharacterized LOC135074092	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074093	LOC135074093	keratin, type I cytoskeletal 9-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074094	LOC135074094	uncharacterized LOC135074094	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135074095	LOC135074095	uncharacterized LOC135074095	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074096	LOC135074096	uncharacterized LOC135074096	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074097	LOC135074097	sodium channel protein Nach-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074098	LOC135074098	protein CutA homolog	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	32368	NCBI Ortholog
135074099	LOC135074099	uncharacterized LOC135074099	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074100	LOC135074100	uncharacterized LOC135074100	Ostrinia nubilalis	European corn borer	ncRNA	1		
135074101	LOC135074101	zinc finger protein 200-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074102	LOC135074102	palmitoyltransferase ZDHHC6-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074103	LOC135074103	phospholipase B1, membrane-associated	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	40200	NCBI Ortholog
135074104	LOC135074104	putative nuclease HARBI1	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074105	LOC135074105	putative nuclease HARBI1	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074106	LOC135074106	uncharacterized LOC135074106	Ostrinia nubilalis	European corn borer	ncRNA	1		
135074107	LOC135074107	uncharacterized LOC135074107	Ostrinia nubilalis	European corn borer	ncRNA	1		
135074108	LOC135074108	fibrillin-1-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074109	LOC135074109	uncharacterized LOC135074109	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074110	HDAC6	histone deacetylase 6	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	32461	NCBI Ortholog
135074111	LOC135074111	centaurin-gamma-1A	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	34803	NCBI Ortholog
135074112	LOC135074112	uncharacterized LOC135074112	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074113	LOC135074113	uncharacterized LOC135074113	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	5740636	NCBI Ortholog
135074114	LOC135074114	small ribosomal subunit protein uS11	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135074115	LOC135074115	uncharacterized LOC135074115	Ostrinia nubilalis	European corn borer	ncRNA	1		
135074116	LOC135074116	protein tramtrack	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135074117	LOC135074117	uncharacterized LOC135074117	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074118	LOC135074118	uncharacterized LOC135074118	Ostrinia nubilalis	European corn borer	ncRNA	2		
135074119	Zcchc7	Zinc finger CCHC-type containing 7	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	39883	NCBI Ortholog
135074120	LOC135074120	BTB/POZ domain-containing protein 3-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074121	LOC135074121	uncharacterized LOC135074121	Ostrinia nubilalis	European corn borer	ncRNA	2		
135074122	LOC135074122	putative malate dehydrogenase 1B	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074123	LOC135074123	tetratricopeptide repeat protein 12	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	42955	NCBI Ortholog
135074124	LOC135074124	UPF0415 protein C7orf25 homolog	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	38094	NCBI Ortholog
135074125	LOC135074125	acid sphingomyelinase-like phosphodiesterase 3a	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	326184	NCBI Ortholog
135074126	LOC135074126	uncharacterized LOC135074126	Ostrinia nubilalis	European corn borer	ncRNA	1		
135074127	LOC135074127	uncharacterized LOC135074127	Ostrinia nubilalis	European corn borer	ncRNA	1		
135074128	LOC135074128	uncharacterized LOC135074128	Ostrinia nubilalis	European corn borer	ncRNA	2		
135074129	LOC135074129	atlastin-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135074130	LOC135074130	uncharacterized LOC135074130	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074131	LOC135074131	putative nuclease HARBI1	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074132	LOC135074132	putative nuclease HARBI1	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074133	LOC135074133	uncharacterized LOC135074133	Ostrinia nubilalis	European corn borer	ncRNA	1		
135074134	LOC135074134	putative nuclease HARBI1	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074135	LOC135074135	uncharacterized LOC135074135	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074136	LOC135074136	uncharacterized LOC135074136	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074137	LOC135074137	histone-lysine N-methyltransferase 2C-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074138	LOC135074138	rootletin-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074139	LOC135074139	odorant receptor 13a-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074140	LOC135074140	uncharacterized protein C15orf61 homolog	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	3		
135074141	LOC135074141	atlastin-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	3		
135074142	LOC135074142	uncharacterized LOC135074142	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074143	LOC135074143	uncharacterized protein C15orf61 homolog	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	3		
135074144	LOC135074144	uncharacterized LOC135074144	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074145	LOC135074145	uncharacterized LOC135074145	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074146	Tusp	WD40 superfamily protein Tusp	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	43317	NCBI Ortholog
135074147	Efa6	Exchange factor for Arf 6	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	42665	NCBI Ortholog
135074148	Adat1	Adenosine deaminase, tRNA-specific 1	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	34787	NCBI Ortholog
135074149	LOC135074149	uncharacterized LOC135074149	Ostrinia nubilalis	European corn borer	ncRNA	1		
135074150	LOC135074150	probable cytochrome P450 304a1	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074151	LOC135074151	uncharacterized LOC135074151	Ostrinia nubilalis	European corn borer	ncRNA	1		
135074152	LOC135074152	uncharacterized LOC135074152	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074153	Orc2	origin recognition complex subunit 2	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	41703	NCBI Ortholog
135074154	LOC135074154	huntingtin-interacting protein K	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	41708	NCBI Ortholog
135074155	LOC135074155	uncharacterized LOC135074155	Ostrinia nubilalis	European corn borer	ncRNA	1		
135074156	LOC135074156	uncharacterized LOC135074156	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074157	LOC135074157	putative nuclease HARBI1	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074158	LOC135074158	uncharacterized LOC135074158	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074159	LOC135074159	uncharacterized LOC135074159	Ostrinia nubilalis	European corn borer	ncRNA	1		
135074160	LOC135074160	uncharacterized LOC135074160	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074161	LOC135074161	cullin-4A	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	35780	NCBI Ortholog
135074162	LOC135074162	trypsin-3-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074163	bou	glycosylphosphatidylinositol anchored membrane protein boudin	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	31644	NCBI Ortholog
135074164	LOC135074164	uncharacterized LOC135074164	Ostrinia nubilalis	European corn borer	ncRNA	1		
135074165	LOC135074165	macrophage mannose receptor 1-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074166	LOC135074166	cytochrome b5-related protein-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135074167	LOC135074167	cytochrome b5-related protein-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
