Gene ID	Protein accession
110384868	XP_021202318.1
692805	NP_001040117.1
101738383	XP_004924145.2
101738521	XP_012544085.3
101738653	XP_062525669.1
692362	NP_001036827.1
100379462	NP_001166744.1
101736088	XP_004924132.1
101738790	XP_037868579.1
101738926	XP_062525672.1
101739066	XP_012544099.1
100379324	NP_001166624.1
101736396	XP_004924134.1
101736612	XP_004924136.1
733079	NP_001037646.1
134199242	XP_062525677.1
119628821	XP_037868501.1
119628822	XP_037868502.1
119628823	XP_037868503.1
105842447	XP_012550989.1
101740803	XP_012550985.1
100873155	NP_001244268.1
101741884	XP_037868324.1
101742032	XP_062525678.1
100379491	NP_001166772.1
101740944	XP_004932069.1
100499495	NP_001182008.1
100653406	NP_001233217.1
101741175	XP_004932070.3
101741456	XP_021207670.1
101741319	XP_004932071.1
101742174	XP_062525563.1
134199245	XP_062525682.1
101741596	XP_004932073.2
101742315	XP_037868457.1
101741737	XP_004932074.2
693010	NP_001037442.1
778523	NP_001091817.1
101742467	XP_004932259.1
134199212	XP_062525564.1
101741883	XP_004932075.1
101742031	XP_004932076.1
101742173	XP_012551044.1
100125608	NP_001098702.1
101742418	XP_037868429.1
101742563	XP_004932080.1
101742810	XP_021207611.1
101743048	XP_004932084.1
692528	NP_001036980.1
101743331	XP_037868592.1
101743195	XP_004932085.1
101742608	XP_037868595.1
100141429	NP_001108458.1
100125607	NP_001098700.1
101743473	XP_004932087.1
101743802	XP_021207603.1
101743049	XP_004932263.1
100174840	NP_001124366.1
119628840	XP_062525910.1
101743196	XP_004932264.1
101744048	XP_021207657.1
101744194	XP_004932093.1
101744339	XP_004932094.1
732943	NP_001040407.1
101744580	XP_004932096.2
101743332	XP_012550884.1
101743612	XP_037868600.2
101743474	XP_012550885.3
101743753	XP_037868462.2
105842449	XP_012551049.1
101745006	XP_004932098.1
101745155	XP_004932099.1
101745401	XP_004932101.1
101745542	XP_037868436.1
692485	NP_001036939.1
101745690	XP_004932103.1
101745923	XP_004932105.1
101746070	XP_004932106.1
692482	NP_001036936.1
100174830	NP_001124356.1
101746311	XP_004932108.1
692840	NP_001040150.1
101746448	XP_004932109.1
732995	NP_001040456.1
101744049	XP_012550939.1
119628824	XP_037868505.1
101746818	XP_037868193.1
119628825	XP_062525565.1
101747091	XP_012550973.1
100862811	NP_001243964.1
101746959	XP_004932113.3
100862830	NP_001243980.1
101747228	XP_004932115.2
119628826	XP_062525566.1
101744340	XP_004932270.2
134199254	XP_062525701.1
101744481	XP_037868531.1
119628351	XP_037868533.2
101735710	XP_004932118.2
101735941	XP_062525707.1
100862776	NP_001243932.1
692484	NP_001036938.1
101736066	XP_004932121.1
101744768	XP_037868442.1
101736204	XP_004932122.2
101744909	XP_012551028.1
732930	NP_001040395.1
101745199	XP_021207576.1
101745349	XP_012550979.2
101736458	XP_004932124.1
101736588	XP_004932125.1
101745493	XP_004932278.1
134199315	XP_062525911.1
101736858	XP_004932127.1
101736730	XP_004932126.1
101737170	XP_004932130.1
101737318	XP_004932131.1
100101187	NP_001093285.1
101745631	XP_012550914.2
119628827	XP_037868508.2
134199209	XP_062525559.1
101737699	XP_012551002.1
101737836	XP_004932135.1
101745779	XP_012550987.1
778456	NP_001091755.1
101737968	XP_004932136.1
101745924	NP_001266295.1
732894	NP_001040360.3
101738229	XP_004932137.1
101738818	XP_004932143.1
101738501	XP_004932141.1
101738361	XP_037868398.1
101738951	XP_004932144.1
119628828	XP_037868509.1
101739092	XP_004932145.1
101739234	XP_004932146.1
101739369	XP_004932147.1
101739513	XP_004932148.1
101739655	XP_004932149.1
101740025	XP_021207635.2
101739798	XP_004932150.1
101740157	XP_004932154.1
119628842	XP_037868545.1
101740659	XP_004932158.1
101740887	XP_004932160.2
101746071	XP_037868432.1
101746214	XP_004932283.2
101741029	XP_004932161.1
119628837	XP_037868525.1
134199204	XP_062525557.1
101746495	XP_012551021.1
119628829	XP_037868510.1
101746639	XP_012550911.1
101741176	NP_001296508.1
692814	NP_001040126.1
693009	NP_001037440.1
101741406	XP_004932164.3
101741546	XP_012550965.2
100862833	NP_001243983.1
101741687	XP_004932166.1
134199267	XP_062525739.1
101746920	XP_012550931.1
101741832	XP_004932167.1
101747051	NP_001296501.1
101742078	XP_012550912.1
101742234	NP_001266413.1
101742519	XP_004932172.1
119628830	XP_037868511.1
101742369	XP_004932171.1
101742995	XP_004932176.1
101742661	XP_004932175.2
105841241	XP_012550984.1
692592	NP_001037039.1
101747189	XP_004932290.1
101743138	XP_004932177.2
100101160	NP_001040330.1
101735397	XP_012550994.3
101735669	XP_037868292.1
101743377	XP_004932179.1
101743855	XP_004932184.1
101743611	XP_004932181.2
101744195	XP_004932186.1
101744431	XP_004932188.1
105842439	XP_037868512.1
733049	NP_001037596.1
692838	NP_001040148.1
101736068	XP_037868236.1
101744869	XP_012551013.1
101744723	XP_004932190.1
101745007	XP_004932192.2
101745156	XP_004932193.1
101745443	NP_001296475.1
101745303	XP_004932194.1
101745691	XP_004932198.1
100037426	NP_001091831.1
101746353	XP_004932204.2
101746213	XP_021207619.1
101746733	XP_004932205.1
101736337	XP_004932217.1
100127120	NP_001106224.1
101736205	XP_004932216.1
101736338	XP_012550905.1
101736460	XP_012550901.1
101735845	XP_004932214.3
119628796	XP_037868414.1
101735572	XP_037868415.1
101735350	XP_004932210.1
101747143	XP_004932208.1
101747007	XP_004932207.1
101746871	XP_004932206.1
101736589	XP_004932298.1
101736859	XP_037868216.1
101736992	XP_004932301.2
101737124	XP_004932302.1
101736689	XP_037868290.1
101736822	XP_004932221.1
101737515	XP_004932226.2
101737376	XP_004932225.1
101737085	XP_004932223.1
101736951	XP_004932222.2
105842431	XP_062525757.1
119628847	XP_037868571.1
101737268	XP_062525568.1
100379193	NP_001166198.1
100101225	NP_001093318.1
119628831	XP_062525569.1
134199215	XP_062525570.1
134199281	XP_062525756.1
101737554	XP_062525764.1
101738185	XP_004932228.1
110386245	XP_037868527.1
101737700	XP_012550922.2
119628338	XP_037868528.1
778506	NP_001091801.1
101738548	NP_001266343.1
101737837	XP_004932305.1
101738819	XP_004932233.1
101738679	XP_037868299.1
101738952	XP_004932234.1
101739093	XP_004932235.1
101739235	XP_004932236.1
101737969	XP_012551041.1
101739476	XP_021207620.1
101739614	XP_004932238.1
105842441	XP_062525769.1
110386240	XP_021207628.3
101739844	XP_004932239.1
101738362	XP_037868355.1
101739983	XP_004932240.1
100286770	NP_001140195.1
101738502	XP_021207547.1
101740114	XP_021207548.2
101740427	XP_004932244.1
101740804	XP_037868350.1
101740660	XP_004932246.1
101738631	XP_004932310.1
101740945	XP_004932248.1
100101161	NP_001093087.1
733101	NP_001040513.1
134199289	XP_062525779.1
101741177	XP_012550966.2
101741320	XP_004932251.2
100862766	NP_001243923.1
101741457	XP_004932252.1
101741597	XP_004932253.1
101738765	XP_037868375.1
101739049	XP_021207584.1
101741738	XP_004932254.2
105841829	XP_037868366.1
134199208	XP_062525558.1
119628849	XP_037868577.1
101744557	XP_004927361.1
101745041	XP_062525790.1
101745188	XP_037868356.1
692486	NP_001036940.1
101746388	XP_062525796.1
101745672	XP_037868365.1
101745821	XP_004927371.1
101746524	XP_037868362.1
101745961	XP_012546851.2
105841823	XP_021204468.1
101746663	XP_021204467.2
101746106	XP_037868189.1
101736889	XP_037868186.1
101735746	XP_012546638.1
119628782	XP_037868213.2
105841759	XP_012546642.2
100141443	NP_001108463.1
101735878	XP_004927122.1
101736005	XP_004927123.1
101736140	XP_004927124.2
101737156	XP_037868455.1
134199295	XP_062525852.1
101736360	XP_004927126.2
101736479	XP_004927127.2
101736618	XP_021204275.1
110385380	XP_037868221.1
101737443	XP_037868343.1
101737584	XP_037868344.1
119628792	XP_037868346.1
101741854	XP_012553386.1
101746889	XP_004923640.1
101747022	XP_021201944.1
101742005	XP_021201945.2
101742146	XP_004923692.2
101742292	XP_012553401.2
100500761	NP_001182393.1
101735495	XP_004923642.1
101735731	XP_004923644.1
692703	NP_001037235.1
101742583	XP_037868321.1
101735864	XP_012553424.1
101736129	XP_004923647.1
101735994	XP_012553390.2
101736354	XP_004923649.1
101736474	XP_004923650.1
101736611	XP_004923651.2
101742722	XP_037868232.1
100884167	NP_001245292.1
101736752	XP_021201951.2
101742874	XP_037868450.1
101736962	XP_004923654.1
100033384	NP_001091825.1
101737096	XP_004923655.1
101737241	XP_012553422.1
692585	NP_001037033.1
105843021	XP_037868395.1
101737387	XP_004923657.1
101737531	XP_062525860.1
100146101	NP_001119705.1
101743016	XP_004923697.2
101743162	XP_037868227.1
101737764	XP_004923660.1
100301502	NP_001153670.1
101737901	XP_012553423.2
101743581	XP_037868229.1
110384780	XP_021201957.1
101738115	XP_004923662.1
101743721	XP_004923702.3
733017	NP_001040477.1
101743873	XP_012553435.2
101735923	XP_004928351.1
101740235	XP_037868204.1
778459	NP_001091758.1
101738331	XP_004923664.1
692953	NP_001040258.1
101738695	XP_012553420.1
101738470	XP_004923665.1
692986	NP_001040288.1
101744021	XP_004923704.1
101744165	XP_037868522.1
105843018	XP_012553394.2
692523	NP_001036976.1
101739012	XP_004923669.2
101744451	XP_004923707.1
101739159	XP_004923670.1
101739389	XP_004923672.2
101739530	XP_012553403.1
101739673	XP_004923674.2
101739813	XP_004923675.1
101739950	XP_012553431.1
101740265	XP_004923679.2
101740489	XP_037868543.1
101740630	XP_004923683.1
105841244	XP_037868377.1
101744741	XP_037868390.1
101740960	XP_012553409.1
119628809	XP_037868480.1
101745026	XP_037868483.2
733105	NP_001040517.1
101741100	XP_021201978.1
101745176	XP_037868402.1
101741239	XP_004923686.1
101745320	XP_037868586.1
101741377	XP_004923687.1
101745460	XP_012553425.1
101741618	XP_004923689.2
101745602	XP_021201985.1
101745752	XP_004923716.2
100187553	NP_001127732.1
100145914	NP_001119725.1
119628836	XP_037868520.2
134199310	XP_062525904.1
692372	NP_001036836.1
101745364	XP_004922879.1
100187572	NP_001127748.1
101745512	XP_037868699.1
101745653	XP_004922881.1
101745801	XP_004922882.1
110386859	XP_021208934.1
101745943	XP_021208935.1
134199322	XP_062525975.1
134199323	XP_062525976.1
110384752	XP_037868952.2
101742377	XP_037868953.1
101746232	XP_004922885.1
101742527	XP_021208939.1
101742671	XP_004922946.1
101742965	XP_037868821.1
101737233	XP_004934341.2
101746371	XP_004922886.1
101746511	XP_021208943.1
101746886	XP_037868744.1
101747019	XP_004922891.1
101743526	XP_004922950.1
101735542	NP_001303996.1
101735409	XP_021208946.1
110386857	XP_037868985.1
101735683	XP_004922895.1
101736352	XP_004922901.1
101735956	XP_037868691.1
101743812	XP_037868693.1
101736472	XP_004922902.1
101736610	XP_037868907.1
105841262	XP_037868776.1
101744108	XP_037868658.1
100127057	NP_001104835.1
692563	NP_001037013.1
100127099	NP_001254654.1
101744250	XP_037868955.1
101736750	NP_001266323.1
101736877	NP_001269149.1
101737010	NP_001266329.1
692370	NP_001036834.1
101737141	XP_021208952.1
101737284	XP_004922907.1
101737426	NP_001269273.1
101737565	NP_001266372.1
101744541	XP_012552759.1
101744688	XP_012552754.1
101744825	XP_037868808.1
101744971	XP_021208955.2
101737710	XP_004922910.1
101737848	XP_004922912.1
101738069	XP_004922913.1
732987	NP_001040448.1
101738430	XP_004922916.1
101738292	XP_004922915.1
101738647	XP_004922918.2
101738783	XP_037868998.1
119628888	XP_037868864.1
101739491	XP_004922924.1
134199430	XP_062526256.1
119628943	XP_037868994.1
101739671	XP_004922925.1
101739908	XP_004922927.1
101740042	XP_037868801.1
101740261	XP_004922930.2
101740393	XP_004922931.1
101740530	XP_004922932.2
101740670	XP_012552753.2
101745274	XP_062525995.1
119628911	XP_037868939.1
119628912	XP_037868940.1
101740813	XP_004922934.1
110386864	XP_021208965.2
105842942	XP_021208964.2
119628919	XP_037868957.2
101740957	XP_037868782.1
101741096	XP_004922936.1
101746133	XP_012552719.1
101746412	XP_012552720.1
119628921	XP_062526257.1
101746551	XP_037868881.1
100484985	NP_001177744.1
101746693	XP_012552749.1
101741235	XP_004922937.1
732851	NP_001037560.1
100862825	NP_001243975.1
101741374	XP_004922938.1
101741513	XP_004922939.1
101741793	XP_004922941.1
101741654	XP_004922940.1
101737888	XP_037868865.1
101737752	XP_004933693.1
733076	NP_001037642.1
101737610	XP_004933692.1
119628922	XP_037868962.2
101741940	XP_004922942.1
134198699	XP_062526021.1
101742086	XP_062526025.1
119628923	XP_037868963.1
119628357	XP_037868951.1
119628924	XP_037868964.1
101747205	XP_021203330.1
101735416	XP_004925656.1
101735549	XP_004925657.1
101735869	XP_004925660.2
134199342	XP_062526038.1
692845	NP_001040155.1
101735997	NP_001266349.1
101736133	XP_004925662.1
134199343	XP_062526042.1
100529235	NP_001189464.1
101737439	XP_012545388.1
134199431	XP_062526258.1
101736398	XP_004925664.1
110385101	XP_037868868.1
101737722	XP_012545390.1
119628869	XP_037868659.1
101736758	XP_021203329.2
101736884	XP_004925667.2
101737991	XP_037868681.1
100174974	NP_001127729.1
101743971	XP_004925228.1
101735782	XP_037868644.1
101735640	XP_021203027.3
101743589	XP_004925227.1
101735502	XP_012545059.2
101735372	XP_021203036.1
134199350	XP_062526052.1
119628902	XP_037868902.1
101737560	XP_037868965.1
101747028	XP_004925246.3
101743218	XP_037868950.1
119628925	XP_037868966.1
101742972	XP_037868949.2
101742827	XP_004925223.3
101742680	XP_012545060.2
732924	NP_001040389.1
101742536	XP_037868777.1
101742388	XP_004925220.1
101742151	XP_004925218.1
101742009	XP_004925217.2
101741762	XP_004925215.3
100302622	NP_001157386.1
101741622	XP_004925214.1
101741481	XP_004925213.1
101741000	XP_004925210.1
101740676	XP_004925207.3
101744734	XP_037868752.1
693094	XP_062526062.1
101745897	XP_012545057.4
101745757	XP_062526061.1
110384719	XP_037868778.1
778516	NP_001091811.1
101740540	XP_004925206.3
101745609	XP_037869008.2
119628949	XP_037869016.2
100126154	NP_001103389.1
134198717	XP_062526055.1
101740404	XP_004925205.2
692517	NP_001036970.1
692990	NP_001040292.1
101740273	XP_004925204.1
101745326	XP_012545039.4
101740051	XP_012545048.1
101745032	XP_012545061.2
101739216	XP_037868911.1
101739355	XP_004925200.1
101739586	XP_004925202.1
119628908	XP_037868914.1
692701	NP_001037231.1
119628329	XP_037868917.1
101739071	XP_004925198.1
101744890	XP_004925235.2
101744747	XP_037868918.1
732989	NP_001040450.1
101738796	XP_012545044.2
101738474	XP_004925193.2
692977	NP_001040280.1
101744604	XP_012545031.2
101744458	XP_012545030.1
101744315	XP_004925231.2
101746572	XP_004927517.1
692672	NP_001037168.1
110385501	XP_037868643.1
101746196	XP_004927514.4
692776	NP_001108113.1
101738295	XP_012544015.3
110384853	XP_037868780.1
101746282	XP_012544018.2
733073	NP_001037636.1
101746137	XP_004924048.1
733097	NP_001040509.1
100187555	NP_001127734.1
134199358	XP_062526063.1
105841316	XP_012544025.1
101738161	XP_037868893.1
101738035	XP_037868822.1
100127126	NP_001106228.1
101745995	XP_004924047.2
101737902	XP_012544010.1
778491	NP_001091786.1
101745858	XP_004924046.1
110384858	XP_037868883.1
101737480	XP_021202268.1
101745603	XP_004924045.1
733074	NP_001037638.1
733104	NP_001040516.1
101745370	XP_004924044.2
101745027	XP_004924041.2
101744642	XP_004924037.1
101744785	XP_037868750.1
101737337	XP_062526076.1
101744309	XP_004924034.1
101736921	XP_012544011.2
100134930	NP_001106746.2
101736517	XP_004924063.3
100307004	NP_001159613.1
101736262	XP_012544048.3
101743671	XP_037868770.1
100302091	NP_001155301.1
101743820	XP_004924032.1
101743389	XP_004924029.1
101743532	XP_004924030.1
101743153	XP_012552614.3
110384856	XP_021202279.3
101736130	XP_004924060.1
105841306	XP_012544022.1
110384855	XP_037868759.1
101743067	XP_004924026.1
101742823	XP_004924025.1
101742384	XP_004924021.1
101742246	XP_004924020.1
101741905	XP_004924018.1
119628374	XP_037868991.1
105842846	XP_037868872.1
101741759	XP_021202223.2
101735865	XP_012544014.2
101735733	XP_021202221.2
101735593	XP_004924057.3
692442	NP_001036898.1
101741517	XP_004924015.1
101741286	XP_062526082.1
101741143	XP_004924012.2
101735316	XP_012543999.2
101747111	XP_021202220.2
101746698	XP_012544032.1
101740632	XP_004924011.1
101740491	XP_012544038.1
692964	NP_001040269.1
101740358	XP_012544028.1
101746556	XP_012544041.1
101740224	XP_004924008.1
134199432	XP_062526259.1
101738455	XP_004931097.2
101743654	XP_037868944.1
119628931	XP_037868973.1
101738586	XP_037868818.1
101743798	XP_004931226.2
101738811	XP_004931100.1
101739046	XP_004931101.1
101739192	XP_004931102.2
101739425	XP_004931104.1
101739981	XP_004931109.1
101739556	XP_004931105.1
101740204	XP_004931111.2
101740336	XP_004931112.2
101740468	XP_004931113.2
101740694	XP_004931115.1
100174933	NP_001127720.1
100174930	NP_001127717.1
101740835	XP_004931116.2
119628933	XP_037868974.1
101744381	XP_062526096.1
101741733	XP_004931122.1
101741593	XP_004931121.1
101741451	XP_004931120.1
101741225	XP_004931118.1
101741082	XP_004931117.1
100124425	NP_001095935.1
119628934	XP_062526104.1
134199433	XP_062526261.1
101738420	XP_062526101.1
100101190	NP_001093288.1
100379317	NP_001166622.1
134199434	XP_062526262.1
134199377	XP_062526105.1
134199378	XP_062526107.1
134199379	XP_062526121.1
119630885	XP_037877352.1
119628343	XP_062526124.1
119628906	XP_037868910.1
134199435	XP_062526263.1
101744670	XP_037869018.1
101744812	XP_037869020.1
101744958	XP_037868664.1
105842338	XP_012550153.2
101745397	XP_037868636.1
101742516	XP_004931128.1
101745539	XP_021206965.1
101742750	XP_004931130.1
101742903	XP_004931132.1
101745687	XP_004931236.2
100379316	NP_001166621.1
692529	NP_001036981.1
101745836	XP_004931237.2
101743373	XP_021206990.1
692737	NP_001037301.1
733082	NP_001037650.1
101745975	XP_037868922.1
134199382	XP_062526149.1
101746119	XP_037868920.1
101743516	XP_037868743.2
101743653	NP_001296476.1
101743797	XP_004931137.2
101744043	XP_004931139.3
101744189	XP_004931140.2
101744335	XP_037868876.1
101744477	XP_037868878.1
110386078	XP_062526170.1
101746262	XP_062526162.1
101744622	XP_037868815.1
105842323	XP_012550110.2
101744907	XP_004931145.2
101745150	XP_004931147.1
101745630	XP_021206998.2
101745396	XP_004931149.1
101745778	XP_004931152.2
101746401	XP_037868761.2
101746157	XP_021206915.3
101745922	XP_004931153.2
101746307	XP_004931156.1
101746538	XP_037868814.2
101746674	XP_004931243.2
101746444	XP_021206941.2
119630429	XP_037875753.2
101746813	XP_012550206.3
101746728	XP_004931159.1
101746587	XP_004931158.1
693087	NP_001040305.1
134199386	XP_062526165.1
101747087	XP_037868773.1
101747003	XP_004931161.2
101747138	XP_004931162.2
101735345	XP_004931163.3
101735843	XP_037868797.2
101735484	XP_004931164.1
101735619	XP_004931165.1
134199398	XP_062526178.1
101736107	XP_037868931.1
101735759	NP_001296495.1
692654	NP_001037114.1
101735890	XP_004931167.1
101736372	XP_012550160.1
101736201	XP_004931169.2
101736333	XP_004931170.1
101736454	XP_021206936.1
100174935	NP_001127722.1
101736632	XP_012550124.2
101736682	XP_004931173.1
101737082	NP_001355172.1
101737651	XP_012550185.2
101737879	XP_004931181.1
101738272	XP_004931185.2
101738409	XP_062526183.1
101738543	XP_037868919.1
100136938	NP_001108066.1
101738673	XP_012550111.2
101738812	XP_004931189.1
101738945	XP_004931190.3
101739086	XP_004931191.1
119629859	XP_037873203.1
110386081	XP_037868895.1
101736774	XP_037868896.2
105842326	XP_062526186.1
101739230	XP_004931192.2
101736902	XP_012550225.2
733039	NP_001040496.1
101739472	XP_004931193.1
100329145	NP_001165385.1
105842327	XP_037869004.1
119628937	XP_062526265.1
101737031	XP_037868906.1
101739610	XP_037868804.1
119628939	XP_037868980.1
105842328	XP_037868641.1
101737166	XP_004931255.1
110386044	XP_037868888.1
101736106	XP_021206860.2
101737315	XP_004931256.1
101737456	XP_037868764.1
692423	NP_001036879.1
692400	NP_001036859.1
134199406	XP_062526234.1
134199405	XP_062526222.1
100379511	NP_001166791.1
692498	NP_001036952.1
100379510	NP_001166790.1
101740249	XP_004931199.3
101737743	XP_037868866.1
110386581	XP_021208725.2
101737880	XP_037868882.2
101740469	XP_004931201.2
105842345	XP_021206974.1
692436	NP_001036892.1
101738013	XP_037869023.1
101738141	XP_037868717.1
119628865	XP_037868635.1
101740744	XP_037868812.1
101740885	XP_004931203.1
101738273	XP_012550146.1
692429	NP_001036885.1
101738410	XP_012550134.2
101741026	XP_004931204.1
101738544	XP_004931265.1
778490	NP_001091785.1
100127035	NP_001166605.1
101741452	XP_012550222.1
101741594	XP_004931209.1
101741734	XP_004931213.1
101742657	XP_004931219.1
692371	NP_001036835.1
100379461	NP_001166743.1
101738674	XP_037868898.1
101744263	XP_037868996.1
101738813	XP_004931267.2
134199436	XP_062526266.1
119628940	XP_037868982.1
101742904	XP_004931221.2
101739231	XP_037868757.2
101743135	XP_004931222.1
101743278	XP_004931223.1
101739367	XP_062526237.1
119628941	XP_062526267.1
100126152	NP_001103387.2
101745345	XP_004930479.3
101745491	XP_021206490.1
119628993	XP_037869181.1
101736678	XP_037869182.1
101735816	XP_037869342.1
100187557	NP_001127736.1
101746065	XP_037869327.1
105842214	XP_037869323.1
101736944	XP_062526356.1
101737076	XP_004930337.1
110385919	XP_062526354.1
101746208	XP_012549382.2
119629018	XP_037869328.1
101737217	XP_012549502.3
100379509	NP_001166789.1
101737453	XP_004930339.1
101737596	XP_004930340.1
101737830	XP_004930342.1
101738053	XP_004930343.1
733036	NP_001040493.1
101746636	XP_062526341.1
101738268	XP_004930344.1
101746776	XP_037869346.1
101738405	XP_004930345.1
101746917	XP_037869410.1
101738540	XP_004930346.3
101747048	XP_037869242.1
101738671	XP_004930347.1
101747187	XP_037869436.1
101738809	XP_004930348.1
101735394	XP_037869504.1
101739042	XP_004930350.1
101735662	XP_037869376.1
101735808	XP_004930492.1
110384706	XP_021206483.3
101739420	XP_004930352.1
101735378	XP_037869383.1
105842772	XP_037869388.2
101742591	XP_012545680.1
119629028	XP_037869379.2
101735937	XP_062526342.1
134198643	XP_037869378.1
101739750	XP_004930354.2
101739887	XP_004930355.2
101740019	XP_004930356.1
101740245	XP_004930358.2
101740379	XP_004930359.2
101740511	XP_004930360.2
101736062	XP_037869155.1
110385588	XP_037869365.1
101736199	XP_037869293.1
101741022	XP_004930363.1
100529237	NP_001189466.1
101736583	XP_004930497.3
692930	NP_001040237.1
101741588	XP_004930367.2
101741446	XP_004930366.4
101741169	XP_037869475.1
101741313	NP_001266293.1
101742028	XP_004930369.2
119629016	XP_037869305.1
101741879	XP_004930368.1
101742170	XP_004930370.2
101742311	XP_004930371.2
101736727	XP_004930498.3
101736856	XP_021206465.3
101736989	XP_037869446.1
101742464	XP_004930373.1
733112	NP_001040524.1
101742849	XP_004930375.1
101742990	XP_004930376.1
101743132	XP_004930377.1
105842227	XP_012549467.2
101743276	XP_004930378.1
692902	NP_001040210.1
101743417	XP_004930379.2
100862775	NP_001243931.1
119628996	XP_037869228.1
119628997	XP_062526343.1
101737121	XP_021206479.1
778503	NP_001091798.1
101743745	NP_001296513.1
101737265	NP_001296481.1
101737408	XP_012549403.1
692630	NP_001037076.1
101737550	XP_037869265.1
101743894	XP_004930382.1
101737694	XP_004930505.2
101744038	XP_004930383.1
101744281	NP_001037362.2
101744423	XP_004930385.1
101744667	XP_004930387.2
101744809	XP_004930388.1
101744955	XP_004930389.1
100188931	NP_001128236.1
692466	NP_001036921.1
101745101	XP_012549535.2
100141428	NP_001108337.1
101745251	XP_004930391.1
101745392	XP_004930392.1
101745732	XP_021206387.1
101737831	XP_037869208.1
101746064	XP_004930397.1
101746207	XP_004930398.1
101746349	XP_004930399.1
101746489	XP_004930400.2
101737962	XP_037869445.1
101746635	XP_004930401.2
732887	NP_001040353.1
101746775	XP_004930402.2
101738223	XP_037869186.1
101746999	XP_037869191.1
101747135	XP_004930405.1
101735341	XP_037869481.1
101735480	XP_004930407.1
134199476	XP_062526424.1
134199475	XP_062526423.1
101738354	XP_062526425.1
100101163	NP_001093089.1
101735616	XP_004930408.1
105842222	XP_012549423.1
101736016	XP_004930411.1
101735888	XP_012549422.1
119628388	XP_037869501.1
100302733	NP_001157948.1
101738496	XP_004930511.1
134199478	XP_062526431.1
101736241	XP_004930412.1
101738626	XP_037869163.1
110386073	XP_037869161.1
105842243	XP_037869414.2
778498	NP_001091793.1
101738760	XP_004930513.3
100126161	NP_001103395.1
134199481	XP_062526462.1
101736371	XP_037869375.1
101739043	XP_037869373.1
100144598	NP_001166616.1
100379196	NP_001166612.1
101736582	XP_004930414.1
134199480	XP_062526461.1
101736726	XP_004930415.2
101736945	XP_004930417.1
105842216	XP_012549394.2
692807	NP_001040119.1
101737218	XP_004930420.1
692970	NP_001040274.1
101737649	XP_004930423.1
101739189	XP_012549425.2
732920	NP_001040385.1
101739327	XP_037869278.1
101737788	XP_004930424.1
101738054	NP_001296490.1
101738180	XP_037869308.1
101738452	XP_037869311.1
101739469	XP_037869295.1
733092	NP_001037668.1
101738718	XP_021206437.2
101738858	XP_004930430.1
105842217	XP_021206400.2
101738990	XP_004930431.1
101739366	XP_004930434.1
101739509	XP_037869104.1
101739650	XP_012549401.1
101739751	XP_012549545.1
101740020	XP_012549416.1
101739930	XP_004930437.2
101740065	NP_001266317.1
101740200	XP_004930439.2
101740333	XP_004930440.1
101740154	XP_004930520.2
101740298	XP_037869081.1
692756	NP_001037331.2
778489	NP_001091784.1
101740425	XP_012549539.1
134199496	XP_062526497.1
101740556	XP_004930441.1
101741170	XP_004930446.1
101740938	XP_004930444.1
101741314	XP_004930447.2
101741447	XP_004930448.1
101740557	XP_012549543.1
100146108	NP_001119732.2
101740692	XP_004930524.3
119629001	XP_062526498.1
101740978	XP_004930526.1
101741826	XP_004930451.1
101741120	XP_037869430.1
101741975	XP_004930452.1
101742115	XP_021206395.2
101742270	XP_012549489.2
101742408	XP_037869140.1
101741262	XP_012549495.2
101741402	XP_037869349.1
101742556	XP_004930456.1
134199503	XP_062526538.1
101741542	XP_004930530.2
101741683	XP_004930531.1
732983	NP_001040444.1
101743557	XP_004930466.1
101742116	XP_012549478.1
100127130	NP_001296520.1
105842530	XP_037869416.1
100145908	NP_001119723.1
101743850	XP_004930468.1
100174917	NP_001127710.1
692474	NP_001036929.1
101744143	XP_004930470.2
101744282	XP_004930471.1
101744424	XP_004930472.2
101744762	XP_004930475.1
101744905	XP_004930476.1
101745048	XP_004930477.2
101742557	XP_037869195.1
101745195	XP_004930478.1
733075	NP_001037640.2
101736072	XP_037869087.1
101746359	XP_037869364.1
101737159	XP_004927602.1
101737587	XP_037869258.1
101735813	XP_004933624.1
101735943	XP_012552169.1
778526	NP_001091820.2
101737447	XP_004927604.1
134199505	XP_062526540.1
134199506	XP_062526546.1
692595	NP_001037042.1
100101157	NP_001093083.1
101736520	XP_004924816.1
100127056	NP_001104834.1
692700	NP_001037229.1
101737015	XP_004924821.2
101737293	XP_037869513.1
101737150	XP_004924822.1
101737436	XP_004924823.1
101746324	XP_021202735.2
119629003	XP_037869234.1
101737576	XP_004924824.1
101737810	XP_004924826.1
692577	NP_001037025.1
119629027	XP_037869370.1
101738436	XP_004924832.1
101746609	XP_037869369.1
101738565	XP_004924833.1
101738699	XP_004924834.2
119628380	XP_037869092.1
101738838	XP_021202744.2
101746749	XP_037869090.1
101739118	XP_004924837.1
101738970	XP_004924836.1
692894	NP_001040203.1
101739258	XP_004924838.1
100141427	NP_001108336.1
101739631	XP_004924840.1
101739775	XP_004924841.1
101739912	XP_004924842.1
100379328	NP_001166627.1
101740048	XP_037869465.1
101740181	XP_004924844.1
101740317	XP_037869466.1
119629044	XP_037869470.1
105841429	XP_021202745.2
732914	NP_001040380.1
100302618	NP_001157382.1
101740449	XP_004924846.1
105841433	XP_037869260.2
