Gene ID	Protein accession
135072097	XP_063822118.1
135072099	XP_063822120.1
135072098	XP_063822119.1
135071601	XP_063821431.1
135071600	XP_063821430.1
135072100	XP_063822121.1
135071605	XP_063821434.1
135071603	XP_063821432.1
135071607	XP_063821436.1
135072101	XP_063822122.1
135072102	XP_063822123.1
135072103	XP_063822125.1
135071622	XP_063821455.1
135072193	XP_063822218.1
135071608	XP_063821437.1
135071618	XP_063821450.1
135071610	XP_063821439.1
135071612	XP_063821442.1
135071609	XP_063821438.1
135071611	XP_063821441.1
135072104	XP_063822126.1
135072105	XP_063822127.1
135072194	XP_063822219.1
135071614	XP_063821444.1
135071619	XP_063821451.1
135071624	XP_063821457.1
135071620	XP_063821452.1
135071615	XP_063821447.1
135071616	XP_063821449.1
135071621	XP_063821454.1
135071623	XP_063821456.1
135071628	XP_063821459.1
135071627	XP_063821458.1
135071629	XP_063821461.1
135071630	XP_063821462.1
135071631	XP_063821463.1
135071632	XP_063821464.1
135071635	XP_063821468.1
135071633	XP_063821465.1
135071636	XP_063821469.1
135071637	XP_063821470.1
135072196	XP_063822220.1
135071638	XP_063821472.1
135072106	XP_063822128.1
135071639	XP_063821473.1
135071641	XP_063821474.1
135071642	XP_063821475.1
135072197	XP_063822221.1
135071644	XP_063821477.1
135071643	XP_063821476.1
135071647	XP_063821480.1
135071645	XP_063821479.1
135072199	XP_063822222.1
135072107	XP_063822129.1
135072108	XP_063822130.1
135072200	XP_063822223.1
135071653	XP_063821488.1
135071652	XP_063821487.1
135071648	XP_063821481.1
135072203	XP_063822226.1
135072202	XP_063822225.1
135071650	XP_063821483.1
135071649	XP_063821482.1
135072109	XP_063822131.1
135071651	XP_063821484.1
135071654	XP_063821489.1
135071655	XP_063821490.1
135072110	XP_063822132.1
135072111	XP_063822133.1
135071659	XP_063821495.1
135071657	XP_063821493.1
135071656	XP_063821491.1
135071660	XP_063821496.1
135072204	XP_063822227.1
135072112	XP_063822134.1
135071661	XP_063821497.1
135072113	XP_063822136.1
135072114	XP_063822137.1
135071682	XP_063821528.1
135071662	XP_063821499.1
135072317	XP_063822315.1
135072115	XP_063822138.1
135071663	XP_063821500.1
135071664	XP_063821502.1
135071675	XP_063821515.1
135071679	XP_063821521.1
135071684	XP_063821532.1
135071674	XP_063821514.1
135071665	XP_063821503.1
135071683	XP_063821531.1
135072116	XP_063822139.1
135071667	XP_063821505.1
135071666	XP_063821504.1
135071680	XP_063821522.1
135071678	XP_063821520.1
135071687	XP_063821535.1
135072117	XP_063822141.1
135071677	XP_063821519.1
135071676	XP_063821518.1
135072208	XP_063822228.1
135072077	XP_063822094.1
135071670	XP_063821507.1
135071669	XP_063821506.1
135072078	XP_063822095.1
135071673	XP_063821513.1
135071685	XP_063821533.1
135071686	XP_063821534.1
135071672	XP_063821510.1
135072118	XP_063822142.1
135072119	XP_063822143.1
135072120	XP_063822144.1
135071671	XP_063821509.1
135071693	XP_063821537.1
135071694	XP_063821539.1
135072121	XP_063822145.1
135071695	XP_063821540.1
135072212	XP_063822229.1
135071718	XP_063821570.1
135071717	XP_063821568.1
135071697	XP_063821544.1
135072213	XP_063822230.1
135072214	XP_063822231.1
135071709	XP_063821561.1
135072215	XP_063822232.1
135071698	XP_063821545.1
135071700	XP_063821547.1
135071701	XP_063821549.1
135071702	XP_063821550.1
135071703	XP_063821553.1
135072218	XP_063822234.1
135071720	XP_063821572.1
135072219	XP_063822235.1
135071712	XP_063821564.1
135071704	XP_063821554.1
135072220	XP_063822237.1
135071711	XP_063821563.1
135071708	XP_063821560.1
135071719	XP_063821571.1
135071721	XP_063821573.1
135071716	XP_063821566.1
135071710	XP_063821562.1
135071706	XP_063821555.1
135071707	XP_063821559.1
135071713	XP_063821565.1
135071726	XP_063821575.1
135071724	XP_063821574.1
135072123	XP_063822146.1
135071727	XP_063821576.1
135072124	XP_063822147.1
135072223	XP_063822238.1
135072224	XP_063822240.1
135072225	XP_063822241.1
135071739	XP_063821596.1
135071728	XP_063821577.1
135071738	XP_063821594.1
135072228	XP_063822242.1
135072229	XP_063822243.1
135072230	XP_063822244.1
135072231	XP_063822246.1
135071735	XP_063821591.1
135071733	XP_063821584.1
135072079	XP_063822096.1
135071737	XP_063821593.1
135071731	XP_063821581.1
135071734	XP_063821587.1
135071736	XP_063821592.1
135072125	XP_063822149.1
135071730	XP_063821579.1
135071732	XP_063821582.1
135072233	XP_063822247.1
135071741	XP_063821601.1
135071740	XP_063821600.1
135071743	XP_063821603.1
135071742	XP_063821602.1
135072234	XP_063822248.1
135071780	XP_063821672.1
135071783	XP_063821679.1
135071781	XP_063821676.1
135072236	XP_063822249.1
135071787	XP_063821683.1
135071790	XP_063821689.1
135071789	XP_063821687.1
135071770	XP_063821640.1
135071775	XP_063821652.1
135071788	XP_063821684.1
135071774	XP_063821651.1
135071745	XP_063821604.1
135071746	XP_063821605.1
135071747	XP_063821607.1
135071748	XP_063821608.1
135072237	XP_063822250.1
135071750	XP_063821610.1
135071749	XP_063821609.1
135071785	XP_063821681.1
135071791	XP_063821691.1
135072238	XP_063822251.1
135071753	XP_063821612.1
135071771	XP_063821641.1
135071754	XP_063821614.1
135071786	XP_063821682.1
135071773	XP_063821650.1
135071782	XP_063821677.1
135071776	XP_063821653.1
135072127	XP_063822150.1
135072241	XP_063822252.1
135071779	XP_063821670.1
135071755	XP_063821615.1
135071756	XP_063821616.1
135071757	XP_063821618.1
135071769	XP_063821635.1
135071768	XP_063821633.1
135072242	XP_063822254.1
135071759	XP_063821619.1
135072243	XP_063822256.1
135071761	XP_063821620.1
135071762	XP_063821621.1
135072244	XP_063822257.1
135071778	XP_063821668.1
135071784	XP_063821680.1
135071766	XP_063821630.1
135071764	XP_063821627.1
135071765	XP_063821629.1
135071763	XP_063821622.1
135072246	XP_063822258.1
135072247	XP_063822259.1
135071801	XP_063821701.1
135071795	XP_063821692.1
135071798	XP_063821696.1
135071797	XP_063821693.1
135071799	XP_063821698.1
135071802	XP_063821702.1
135072128	XP_063822151.1
135071800	XP_063821699.1
135071805	XP_063821704.1
135071806	XP_063821705.1
135071808	XP_063821708.1
135071811	XP_063821712.1
135071810	XP_063821710.1
135071809	XP_063821709.1
135071807	XP_063821706.1
135071816	XP_063821713.1
135071817	XP_063821714.1
135072129	XP_063822152.1
135071819	XP_063821716.1
135071818	XP_063821715.1
135071822	XP_063821717.1
135071823	XP_063821719.1
135071824	XP_063821721.1
135071825	XP_063821722.1
135071826	XP_063821723.1
135071827	XP_063821724.1
135071828	XP_063821725.1
135071830	XP_063821726.1
135071832	XP_063821729.1
135071831	XP_063821728.1
135072252	XP_063822260.1
135071835	XP_063821732.1
135071859	XP_063821766.1
135072253	XP_063822261.1
135071836	XP_063821739.1
135071837	XP_063821740.1
135071860	XP_063821770.1
135071862	XP_063821779.1
135071857	XP_063821765.1
135071861	XP_063821772.1
135071855	XP_063821762.1
135071856	XP_063821763.1
135071838	XP_063821741.1
135071839	XP_063821742.1
135071841	XP_063821743.1
135071844	XP_063821748.1
135071845	XP_063821749.1
135071843	XP_063821745.1
135071842	XP_063821744.1
135071854	XP_063821759.1
135071852	XP_063821756.1
135072130	XP_063822153.1
135071847	XP_063821751.1
135071846	XP_063821750.1
135072131	XP_063822154.1
135071864	XP_063821780.1
135072254	XP_063822263.1
135071848	XP_063821752.1
135071849	XP_063821754.1
135071851	XP_063821755.1
135071853	XP_063821757.1
135071870	XP_063821782.1
135072255	XP_063822265.1
135071871	XP_063821783.1
135072256	XP_063822266.1
135071872	XP_063821784.1
135071874	XP_063821790.1
135071875	XP_063821791.1
135071876	XP_063821795.1
135071891	XP_063821818.1
135071886	XP_063821807.1
135071889	XP_063821815.1
135071893	XP_063821821.1
135071878	XP_063821796.1
135071879	XP_063821798.1
135072258	XP_063822270.1
135072259	XP_063822271.1
135071888	XP_063821809.1
135071887	XP_063821808.1
135071881	XP_063821802.1
135071882	XP_063821803.1
135071883	XP_063821805.1
135071884	XP_063821806.1
135071890	XP_063821816.1
135072134	XP_063822155.1
135071894	XP_063821822.1
135071897	XP_063821829.1
135071895	XP_063821825.1
135072135	XP_063822157.1
135071898	XP_063821830.1
135072261	XP_063822272.1
135071912	XP_063821848.1
135071913	XP_063821850.1
135071907	XP_063821840.1
135072136	XP_063822158.1
135071900	XP_063821832.1
135071899	XP_063821831.1
135071911	XP_063821847.1
135071909	XP_063821845.1
135071905	XP_063821838.1
135071906	XP_063821839.1
135071908	XP_063821841.1
135072080	XP_063822098.1
135072081	XP_063822099.1
135071902	XP_063821834.1
135071903	XP_063821835.1
135071904	XP_063821836.1
135072137	XP_063822159.1
135071914	XP_063821852.1
135072138	XP_063822160.1
135072139	XP_063822161.1
135072140	XP_063822162.1
135071915	XP_063821853.1
135071920	XP_063821863.1
135071921	XP_063821866.1
135072082	XP_063822100.1
135071923	XP_063821874.1
135071922	XP_063821872.1
135072266	XP_063822273.1
135071916	XP_063821854.1
135071918	XP_063821858.1
135071919	XP_063821859.1
135072267	XP_063822274.1
135071925	XP_063821876.1
135071927	XP_063821882.1
135071926	XP_063821877.1
135071924	XP_063821875.1
135071928	XP_063821883.1
135071929	XP_063821885.1
135071930	XP_063821889.1
135071931	XP_063821891.1
135071942	XP_063821907.1
135071946	XP_063821911.1
135071932	XP_063821892.1
135072142	XP_063822164.1
135071935	XP_063821894.1
135072143	XP_063822165.1
135071934	XP_063821893.1
135071936	XP_063821895.1
135072269	XP_063822278.1
135071938	XP_063821896.1
135072144	XP_063822166.1
135072270	XP_063822279.1
135071944	XP_063821909.1
135071940	XP_063821900.1
135071945	XP_063821910.1
135071941	XP_063821905.1
135071939	XP_063821897.1
135072145	XP_063822167.1
135071959	XP_063821932.1
135071955	XP_063821920.1
135071956	XP_063821929.1
135071947	XP_063821913.1
135072146	XP_063822168.1
135071948	XP_063821914.1
135071949	XP_063821915.1
135072083	XP_063822101.1
135071953	XP_063821918.1
135071954	XP_063821919.1
135071957	XP_063821931.1
135071961	XP_063821937.1
135071960	XP_063821933.1
135072272	XP_063822281.1
135071962	XP_063821938.1
135072273	XP_063822282.1
135071963	XP_063821939.1
135071969	XP_063821946.1
135072275	XP_063822283.1
135071972	XP_063821947.1
135071964	XP_063821940.1
135071965	XP_063821941.1
135071967	XP_063821942.1
135072276	XP_063822285.1
135072277	XP_063822288.1
135072279	XP_063822289.1
135071968	XP_063821944.1
135072280	XP_063822290.1
135071974	XP_063821950.1
135072281	XP_063822291.1
135072147	XP_063822169.1
135072148	XP_063822170.1
135072149	XP_063822172.1
135072150	XP_063822173.1
135072151	XP_063822174.1
135072152	XP_063822175.1
135072282	XP_063822292.1
135072153	XP_063822176.1
135071973	XP_063821948.1
135071975	XP_063821951.1
135071978	XP_063821959.1
135071977	XP_063821958.1
135071976	XP_063821957.1
135071979	XP_063821960.1
135072154	XP_063822178.1
135071983	XP_063821965.1
135071981	XP_063821963.1
135071980	XP_063821961.1
135071982	XP_063821964.1
135071985	XP_063821967.1
135071984	XP_063821966.1
135071987	XP_063821969.1
135071986	XP_063821968.1
135072283	XP_063822294.1
135072155	XP_063822179.1
135072156	XP_063822180.1
135072157	XP_063822181.1
135072284	XP_063822295.1
135072158	XP_063822182.1
135072159	XP_063822183.1
135072000	XP_063821988.1
135072285	XP_063822296.1
135072286	XP_063822297.1
135072160	XP_063822184.1
135072287	XP_063822298.1
135072161	XP_063822186.1
135072162	XP_063822187.1
135071988	XP_063821971.1
135071989	XP_063821972.1
135071990	XP_063821974.1
135071991	XP_063821975.1
135072288	XP_063822299.1
135072163	XP_063822188.1
135072001	XP_063821990.1
135071992	XP_063821976.1
135071994	XP_063821982.1
135071993	XP_063821981.1
135071997	XP_063821985.1
135072002	XP_063821992.1
135071995	XP_063821983.1
135071996	XP_063821984.1
135072290	XP_063822301.1
135072164	XP_063822189.1
135072165	XP_063822190.1
135071998	XP_063821986.1
135072027	XP_063822021.1
135072026	XP_063822020.1
135072022	XP_063822016.1
135072003	XP_063821993.1
135072291	XP_063822302.1
135072166	XP_063822191.1
135072004	XP_063821994.1
135072025	XP_063822019.1
135072005	XP_063821995.1
135072292	XP_063822303.1
135072006	XP_063821996.1
135072293	XP_063822304.1
135072007	XP_063821997.1
135072028	XP_063822024.1
135072084	XP_063822103.1
135072008	XP_063821998.1
135072167	XP_063822192.1
135072168	XP_063822194.1
135072010	XP_063821999.1
135072011	XP_063822000.1
135072012	XP_063822001.1
135072301	XP_063822305.1
135072014	XP_063822004.1
135072013	XP_063822003.1
135072015	XP_063822005.1
135072016	XP_063822006.1
135072019	XP_063822012.1
135072017	XP_063822007.1
135072021	XP_063822014.1
135072020	XP_063822013.1
135072023	XP_063822017.1
135072024	XP_063822018.1
135072029	XP_063822025.1
135072031	XP_063822026.1
135072032	XP_063822027.1
135072039	XP_063822036.1
135072040	XP_063822037.1
135072037	XP_063822032.1
135072033	XP_063822028.1
135072034	XP_063822029.1
135072038	XP_063822034.1
135072041	XP_063822038.1
135072036	XP_063822030.1
135072169	XP_063822195.1
135072170	XP_063822196.1
135072042	XP_063822039.1
135072044	XP_063822045.1
135072045	XP_063822046.1
135072043	XP_063822043.1
135072046	XP_063822047.1
135072171	XP_063822198.1
135072065	XP_063822080.1
135072172	XP_063822199.1
135072173	XP_063822200.1
135072174	XP_063822201.1
135072175	XP_063822202.1
135072085	XP_063822104.1
135072047	XP_063822049.1
135072049	XP_063822053.1
135072050	XP_063822056.1
135072052	XP_063822058.1
135072051	XP_063822057.1
135072062	XP_063822074.1
135072061	XP_063822069.1
135072053	XP_063822059.1
135072304	XP_063822307.1
135072176	XP_063822203.1
135072177	XP_063822204.1
135072179	XP_063822205.1
135072086	XP_063822105.1
135072305	XP_063822308.1
135072087	XP_063822106.1
135072054	XP_063822061.1
135072055	XP_063822064.1
135072088	XP_063822107.1
135072089	XP_063822108.1
135072057	XP_063822066.1
135072056	XP_063822065.1
135072306	XP_063822309.1
135072059	XP_063822067.1
135072060	XP_063822068.1
135072307	XP_063822310.1
135072090	XP_063822109.1
135072063	XP_063822075.1
135072308	XP_063822311.1
135072180	XP_063822206.1
135072309	XP_063822312.1
135072072	XP_063822085.1
135072069	XP_063822082.1
135072070	XP_063822083.1
135072312	XP_063822313.1
135072071	XP_063822084.1
135072073	XP_063822088.1
135072075	XP_063822093.1
135072181	XP_063822208.1
135072074	XP_063822091.1
135072316	XP_063822314.1
135072182	XP_063822209.1
135072183	XP_063822210.1
135072759	XP_063822866.1
135072353	XP_063822318.1
135072760	XP_063822867.1
135072761	XP_063822868.1
135072762	XP_063822869.1
135072763	XP_063822870.1
135072764	XP_063822871.1
135072765	XP_063822872.1
135072357	XP_063822320.1
135072766	XP_063822873.1
135072360	XP_063822322.1
135072361	XP_063822323.1
135072767	XP_063822874.1
135072768	XP_063822875.1
135072770	XP_063822876.1
135072362	XP_063822330.1
135072364	XP_063822331.1
135072858	XP_063822966.1
135072859	XP_063822967.1
135072771	XP_063822877.1
135072365	XP_063822332.1
135072772	XP_063822878.1
135072773	XP_063822880.1
135072774	XP_063822881.1
135072862	XP_063822968.1
135072863	XP_063822970.1
135072366	XP_063822333.1
135072775	XP_063822882.1
135072368	XP_063822336.1
135072369	XP_063822338.1
135072864	XP_063822972.1
135072776	XP_063822883.1
135072777	XP_063822884.1
135072865	XP_063822974.1
135072778	XP_063822885.1
135072367	XP_063822335.1
135072866	XP_063822975.1
135072780	XP_063822887.1
135072370	XP_063822340.1
135072372	XP_063822343.1
135072374	XP_063822345.1
135072373	XP_063822344.1
135072375	XP_063822346.1
135072376	XP_063822348.1
135072379	XP_063822351.1
135072382	XP_063822359.1
135072377	XP_063822350.1
135072781	XP_063822888.1
135072380	XP_063822356.1
135072381	XP_063822358.1
135072782	XP_063822889.1
135072386	XP_063822364.1
135072391	XP_063822375.1
135072388	XP_063822367.1
135072390	XP_063822374.1
135072389	XP_063822373.1
135072385	XP_063822363.1
135072384	XP_063822361.1
135072783	XP_063822890.1
135072387	XP_063822366.1
135072398	XP_063822377.1
135072396	XP_063822376.1
135072401	XP_063822381.1
135072868	XP_063822976.1
135072399	XP_063822378.1
135072400	XP_063822379.1
135073015	XP_063823083.1
135072873	XP_063822977.1
135072874	XP_063822978.1
135072404	XP_063822382.1
135072405	XP_063822383.1
135072426	XP_063822396.1
135072877	XP_063822980.1
135072878	XP_063822981.1
135072424	XP_063822395.1
135072784	XP_063822891.1
135072432	XP_063822402.1
135072882	XP_063822982.1
135072409	XP_063822384.1
135072410	XP_063822385.1
135072413	XP_063822386.1
135072416	XP_063822387.1
135072786	XP_063822892.1
135072787	XP_063822893.1
135072888	XP_063822985.1
135072417	XP_063822388.1
135072788	XP_063822894.1
135072889	XP_063822986.1
135072419	XP_063822390.1
135072433	XP_063822403.1
135072890	XP_063822988.1
135072891	XP_063822989.1
135072422	XP_063822392.1
135072430	XP_063822400.1
135072423	XP_063822394.1
135072893	XP_063822990.1
135072427	XP_063822397.1
135072789	XP_063822896.1
135072895	XP_063822991.1
135072790	XP_063822897.1
135072791	XP_063822898.1
135072429	XP_063822399.1
135072428	XP_063822398.1
135072431	XP_063822401.1
135072896	XP_063822992.1
135072435	XP_063822404.1
135072897	XP_063822993.1
135072452	XP_063822428.1
135072458	XP_063822436.1
135072898	XP_063822994.1
135072463	XP_063822445.1
135072900	XP_063822995.1
135072451	XP_063822426.1
135072447	XP_063822417.1
135072902	XP_063822996.1
135072903	XP_063822997.1
135072904	XP_063822998.1
135072905	XP_063823000.1
135072792	XP_063822899.1
135072906	XP_063823001.1
135072461	XP_063822440.1
135072438	XP_063822405.1
135072793	XP_063822900.1
135072907	XP_063823002.1
135072908	XP_063823003.1
135072457	XP_063822435.1
135072741	XP_063822849.1
135072462	XP_063822443.1
135072454	XP_063822429.1
135072439	XP_063822407.1
135072440	XP_063822412.1
135072441	XP_063822413.1
135072909	XP_063823004.1
135072464	XP_063822446.1
135072448	XP_063822418.1
135072456	XP_063822434.1
135072910	XP_063823005.1
135072459	XP_063822437.1
135072460	XP_063822439.1
135072455	XP_063822431.1
135072449	XP_063822423.1
135072465	XP_063822447.1
135072913	XP_063823006.1
135072443	XP_063822414.1
135072444	XP_063822415.1
135072450	XP_063822425.1
135072795	XP_063822901.1
135072914	XP_063823007.1
135072445	XP_063822416.1
135072467	XP_063822448.1
135072468	XP_063822450.1
135072470	XP_063822456.1
135072469	XP_063822453.1
135072471	XP_063822457.1
135072473	XP_063822459.1
135072478	XP_063822466.1
135072476	XP_063822465.1
135072475	XP_063822462.1
135072479	XP_063822474.1
135072796	XP_063822902.1
135072480	XP_063822475.1
135072481	XP_063822476.1
135072483	XP_063822480.1
135072797	XP_063822903.1
135072485	XP_063822481.1
135072486	XP_063822482.1
135072487	XP_063822489.1
135072488	XP_063822491.1
135072489	XP_063822494.1
135072798	XP_063822905.1
135072490	XP_063822495.1
135072492	XP_063822496.1
135072493	XP_063822498.1
135072495	XP_063822500.1
135072496	XP_063822502.1
135072497	XP_063822504.1
135072498	XP_063822505.1
135072500	XP_063822507.1
135072499	XP_063822506.1
135072501	XP_063822509.1
135072502	XP_063822513.1
135072504	XP_063822514.1
135072505	XP_063822516.1
135072506	XP_063822518.1
135072742	XP_063822850.1
135072537	XP_063822554.1
135072544	XP_063822567.1
135072538	XP_063822555.1
135072799	XP_063822906.1
135072920	XP_063823009.1
135072539	XP_063822557.1
135072541	XP_063822563.1
135072508	XP_063822519.1
135072509	XP_063822520.1
135072511	XP_063822521.1
135072512	XP_063822522.1
135072513	XP_063822523.1
135072514	XP_063822525.1
135072516	XP_063822527.1
135072517	XP_063822529.1
135072515	XP_063822526.1
135072518	XP_063822530.1
135072519	XP_063822531.1
135072521	XP_063822533.1
135072921	XP_063823010.1
135072922	XP_063823011.1
135072744	XP_063822851.1
135072924	XP_063823012.1
135072543	XP_063822566.1
135072800	XP_063822907.1
135072801	XP_063822908.1
135072545	XP_063822569.1
135072536	XP_063822548.1
135072803	XP_063822909.1
135072804	XP_063822910.1
135072805	XP_063822911.1
135072806	XP_063822913.1
135072522	XP_063822534.1
135072927	XP_063823014.1
135072524	XP_063822536.1
135072525	XP_063822537.1
135072526	XP_063822538.1
135072527	XP_063822540.1
135072929	XP_063823015.1
135072930	XP_063823016.1
135072932	XP_063823017.1
135072533	XP_063822546.1
135072933	XP_063823018.1
135072934	XP_063823019.1
135072529	XP_063822541.1
135072530	XP_063822542.1
135072531	XP_063822543.1
135072807	XP_063822914.1
135072808	XP_063822915.1
135072535	XP_063822547.1
135072540	XP_063822558.1
135072532	XP_063822544.1
135072542	XP_063822565.1
135072809	XP_063822916.1
135072547	XP_063822570.1
135072548	XP_063822571.1
135072549	XP_063822575.1
135072935	XP_063823021.1
135072550	XP_063822576.1
135072552	XP_063822577.1
135072560	XP_063822589.1
135072937	XP_063823022.1
135072745	XP_063822853.1
135072554	XP_063822579.1
135072553	XP_063822578.1
135072939	XP_063823023.1
135072555	XP_063822581.1
135072557	XP_063822586.1
135072556	XP_063822582.1
135072940	XP_063823024.1
135072559	XP_063822588.1
135072810	XP_063822917.1
135072811	XP_063822918.1
135072812	XP_063822920.1
135072813	XP_063822921.1
135072814	XP_063822922.1
135072943	XP_063823025.1
135072561	XP_063822590.1
135072815	XP_063822923.1
135072563	XP_063822592.1
135072562	XP_063822591.1
135072566	XP_063822595.1
135072569	XP_063822603.1
135072816	XP_063822924.1
135072568	XP_063822600.1
135072567	XP_063822599.1
135072571	XP_063822605.1
135072570	XP_063822604.1
135072572	XP_063822606.1
135072573	XP_063822608.1
135072574	XP_063822609.1
135072817	XP_063822925.1
135072589	XP_063822631.1
135072576	XP_063822610.1
135072577	XP_063822611.1
135072946	XP_063823027.1
135072579	XP_063822616.1
135072590	XP_063822632.1
135072582	XP_063822620.1
135072591	XP_063822636.1
135072585	XP_063822627.1
135072584	XP_063822626.1
135072587	XP_063822630.1
135072819	XP_063822926.1
135072586	XP_063822628.1
135072820	XP_063822927.1
135072949	XP_063823028.1
135072821	XP_063822928.1
135072583	XP_063822622.1
135072950	XP_063823029.1
135072578	XP_063822614.1
135072580	XP_063822618.1
135072592	XP_063822637.1
135072581	XP_063822619.1
135072822	XP_063822930.1
135072823	XP_063822931.1
135072953	XP_063823031.1
135072597	XP_063822640.1
135072595	XP_063822638.1
135072596	XP_063822639.1
135072598	XP_063822642.1
135072600	XP_063822654.1
135072954	XP_063823032.1
135072605	XP_063822665.1
135072601	XP_063822657.1
135072824	XP_063822932.1
135072603	XP_063822663.1
135072602	XP_063822659.1
135072956	XP_063823033.1
135072607	XP_063822670.1
135072606	XP_063822668.1
135072608	XP_063822671.1
135072609	XP_063822673.1
135072957	XP_063823034.1
135072610	XP_063822675.1
135072618	XP_063822685.1
135072622	XP_063822693.1
135072611	XP_063822676.1
135072958	XP_063823035.1
135072825	XP_063822933.1
135072620	XP_063822689.1
135072612	XP_063822677.1
135072614	XP_063822679.1
135072627	XP_063822699.1
135072617	XP_063822684.1
135072621	XP_063822692.1
135072624	XP_063822695.1
135072616	XP_063822683.1
135072625	XP_063822696.1
135072631	XP_063822707.1
135072623	XP_063822694.1
135072628	XP_063822700.1
135072629	XP_063822701.1
135072630	XP_063822703.1
135072963	XP_063823037.1
135072615	XP_063822682.1
135072964	XP_063823040.1
135072966	XP_063823041.1
135072632	XP_063822708.1
135072968	XP_063823043.1
135072658	XP_063822743.1
135072649	XP_063822730.1
135072650	XP_063822731.1
135072646	XP_063822723.1
135072644	XP_063822721.1
135072651	XP_063822732.1
135072643	XP_063822718.1
135072661	XP_063822746.1
135072746	XP_063822854.1
135072747	XP_063822855.1
135072970	XP_063823045.1
135072971	XP_063823046.1
135072748	XP_063822856.1
135072634	XP_063822709.1
135072654	XP_063822736.1
135072645	XP_063822722.1
135072636	XP_063822711.1
135072974	XP_063823048.1
135072637	XP_063822712.1
135072973	XP_063823047.1
135072638	XP_063822713.1
135072659	XP_063822745.1
135072641	XP_063822716.1
135072826	XP_063822935.1
135072657	XP_063822740.1
135072656	XP_063822739.1
135072827	XP_063822936.1
135072640	XP_063822715.1
135072639	XP_063822714.1
135072655	XP_063822738.1
135072662	XP_063822747.1
135072828	XP_063822937.1
135072829	XP_063822938.1
135072830	XP_063822939.1
135072648	XP_063822729.1
135072653	XP_063822735.1
135072831	XP_063822940.1
135072832	XP_063822941.1
135072833	XP_063822942.1
135072669	XP_063822748.1
135072675	XP_063822753.1
135072674	XP_063822752.1
135072749	XP_063822857.1
135072751	XP_063822858.1
135072979	XP_063823049.1
135072678	XP_063822756.1
135072980	XP_063823050.1
135072676	XP_063822755.1
135072982	XP_063823052.1
135072671	XP_063822749.1
135072672	XP_063822750.1
135072673	XP_063822751.1
135072834	XP_063822943.1
135072696	XP_063822775.1
135072679	XP_063822757.1
135072983	XP_063823053.1
135072984	XP_063823054.1
135072835	XP_063822945.1
135072697	XP_063822776.1
135072701	XP_063822788.1
135072752	XP_063822859.1
135072704	XP_063822799.1
135072986	XP_063823057.1
135072703	XP_063822798.1
135072680	XP_063822758.1
135072705	XP_063822801.1
135072712	XP_063822810.1
135072695	XP_063822774.1
135072699	XP_063822780.1
135072698	XP_063822777.1
135072713	XP_063822811.1
135072711	XP_063822809.1
135072710	XP_063822808.1
135072681	XP_063822759.1
135072753	XP_063822861.1
135072682	XP_063822760.1
135072754	XP_063822862.1
135072755	XP_063822863.1
135072683	XP_063822761.1
135072706	XP_063822802.1
135072709	XP_063822807.1
135072987	XP_063823058.1
135072686	XP_063822764.1
135072687	XP_063822765.1
135072836	XP_063822946.1
135072988	XP_063823059.1
135072837	XP_063822947.1
135072989	XP_063823060.1
135072838	XP_063822948.1
135072839	XP_063822949.1
135072840	XP_063822951.1
135072991	XP_063823061.1
135072993	XP_063823062.1
135072694	XP_063822773.1
135072700	XP_063822784.1
135072693	XP_063822771.1
135072841	XP_063822952.1
135072842	XP_063822953.1
135072843	XP_063822954.1
135072995	XP_063823063.1
135072844	XP_063822955.1
135072691	XP_063822768.1
135072690	XP_063822767.1
135072845	XP_063822956.1
135072692	XP_063822769.1
135072708	XP_063822806.1
135072707	XP_063822803.1
135072718	XP_063822816.1
135072996	XP_063823065.1
135072717	XP_063822814.1
135072716	XP_063822813.1
135072846	XP_063822957.1
135072847	XP_063822958.1
135072848	XP_063822959.1
135072721	XP_063822817.1
135072849	XP_063822960.1
135072722	XP_063822819.1
135072999	XP_063823066.1
135072727	XP_063822824.1
135072726	XP_063822823.1
135072724	XP_063822821.1
135072728	XP_063822826.1
135072725	XP_063822822.1
135073000	XP_063823068.1
135073001	XP_063823069.1
135073003	XP_063823070.1
135072730	XP_063822828.1
135072729	XP_063822827.1
135073004	XP_063823071.1
135073005	XP_063823073.1
135072853	XP_063822961.1
135072739	XP_063822838.1
135072738	XP_063822837.1
135072731	XP_063822829.1
135072735	XP_063822834.1
135072733	XP_063822831.1
135073006	XP_063823074.1
135073007	XP_063823075.1
135073008	XP_063823076.1
135073009	XP_063823077.1
135072732	XP_063822830.1
135072734	XP_063822832.1
135073010	XP_063823078.1
135073012	XP_063823079.1
135073013	XP_063823080.1
135072756	XP_063822864.1
135072737	XP_063822836.1
135072736	XP_063822835.1
135072757	XP_063822865.1
135072740	XP_063822848.1
135072854	XP_063822962.1
135073014	XP_063823081.1
135072855	XP_063822963.1
135072856	XP_063822965.1
135073455	XP_063823708.1
135073021	XP_063823084.1
135073022	XP_063823085.1
135073023	XP_063823086.1
135073025	XP_063823093.1
135073027	XP_063823094.1
135073520	XP_063823774.1
135073028	XP_063823096.1
135073030	XP_063823101.1
135073456	XP_063823709.1
135073457	XP_063823710.1
135073033	XP_063823110.1
135073032	XP_063823107.1
135073429	XP_063823682.1
135073035	XP_063823115.1
135073031	XP_063823103.1
135073458	XP_063823711.1
135073034	XP_063823113.1
135073038	XP_063823116.1
