Gene ID	Protein accession
41459	NP_001097755.1
41460	NP_650145.1
41461	NP_650146.1
41462	NP_650147.1
8674050	NP_001163594.1
8674018	NP_001163593.1
41465	NP_650149.1
41466	NP_731666.2
41467	NP_650151.1
41468	NP_650152.1
41469	NP_731669.2
41470	NP_731670.1
41472	NP_650156.1
41473	NP_731672.1
41474	NP_731673.1
41475	NP_731675.1
12797889	NP_001247073.1
41476	NP_731676.2
41477	NP_650160.1
41479	NP_650162.1
12797890	NP_001247074.1
41480	NP_650163.2
41481	NP_650164.1
41482	NP_650165.2
14462452	NP_650166.2
41484	NP_650167.1
46246	NP_652041.2
41486	NP_650168.1
41487	NP_650169.3
41488	NP_650170.2
41489	NP_650171.2
41491	NP_524325.1
14462455	NP_001262498.1
14462454	NP_001262500.1
41490	NP_650172.1
8674076	NP_001163595.1
41493	NP_650174.1
41494	NP_650175.2
19835010	NP_001287300.1
41495	NP_650176.3
41496	NP_650177.2
41498	NP_731688.2
41499	NP_650179.1
41500	NP_650180.1
59240	NP_652713.1
41502	NP_650181.1
41503	NP_524326.1
48335	NP_524912.1
48336	NP_788656.1
48337	NP_524913.1
48338	NP_524914.3
48339	NP_524915.1
48340	NP_525114.1
48341	NP_524916.1
41511	NP_650182.1
41512	NP_650183.1
41513	NP_001097756.1
326253	NP_788657.1
3772183	NP_650186.2
3771756	NP_731699.2
3772405	NP_001350862.1
41518	NP_650187.2
41520	NP_650189.1
41521	NP_650190.1
41522	NP_650191.1
47769	NP_650192.1
41524	NP_650193.1
41525	NP_524327.1
41526	NP_650194.1
49260	NP_524937.1
41528	NP_650195.1
41529	NP_650196.1
41530	NP_650197.1
41531	NP_524328.1
41532	NP_650198.1
41533	NP_650199.1
41536	NP_650201.1
2768665	NP_996202.1
54520435	NP_001369012.1
117369	NP_652731.1
41537	NP_650202.1
41538	NP_650203.3
41539	NP_650204.1
41540	NP_650205.1
41541	NP_650206.1
41542	NP_650207.1
41543	NP_650208.1
44921	NP_731716.1
50022	NP_788663.1
48582	NP_524927.2
48583	NP_650209.1
3885573	NP_650210.2
41547	NP_524329.1
41549	NP_001034049.1
41550	NP_476908.1
41551	NP_650214.1
41552	NP_650215.1
59241	NP_652714.2
41554	NP_001036710.1
41555	NP_650217.2
41556	NP_650218.3
41557	NP_650219.2
41558	NP_650220.2
41559	NP_650221.1
41560	NP_650222.2
41561	NP_650223.1
12797893	NP_001247079.1
41562	NP_524330.2
41563	NP_650224.3
45883	NP_652025.2
41565	NP_536750.2
318693	NP_731735.1
41566	NP_524331.2
41567	NP_650225.2
41568	NP_001097760.1
41569	NP_524332.2
41570	NP_650227.1
41571	NP_524333.1
47173	NP_524880.2
41573	NP_650228.1
41574	NP_650229.2
41575	NP_001356887.1
41576	NP_731744.1
41578	NP_650233.3
41579	NP_650234.3
41580	NP_650235.1
41581	NP_650236.1
41583	NP_731748.1
41587	NP_650240.1
41585	NP_650239.1
41586	NP_731751.1
41588	NP_650241.1
41589	NP_650242.1
41590	NP_650243.2
41591	NP_524334.1
41592	NP_001097763.1
41593	NP_650245.1
41595	NP_524335.1
41596	NP_650247.1
41597	NP_650248.1
41598	NP_731760.1
14462463	NP_001262518.1
41599	NP_650250.4
41601	NP_650252.1
41600	NP_650251.1
41602	NP_524336.2
26067077	NP_650253.1
26067078	NP_001097765.2
49762	NP_524942.1
41605	NP_524337.1
41606	NP_650254.1
41607	NP_524338.2
41608	NP_001097767.2
19835488	NP_001287309.1
41609	NP_524339.1
318608	NP_001097769.2
41610	NP_650256.2
41611	NP_650257.1
41612	NP_524340.2
12797894	NP_001247082.1
41615	NP_524341.3
5740483	NP_001097770.3
41616	NP_650258.2
41619	NP_650260.1
41620	NP_650261.1
41621	NP_650262.2
41622	NP_731776.1
41623	NP_650264.1
41624	NP_731777.1
41625	NP_476953.1
50024	NP_652204.1
41626	NP_731779.1
41627	NP_524342.3
41628	NP_731780.1
41629	NP_731781.1
41630	NP_001034050.1
41631	NP_650270.1
41632	NP_731783.1
41633	NP_650272.1
41634	NP_650273.2
41635	NP_650274.2
41636	NP_650276.2
12797895	NP_001247085.1
14462464	NP_001262532.1
19834892	NP_001287312.1
41638	NP_731788.1
41639	NP_731790.1
261599	NP_731791.2
41641	NP_524343.2
41640	NP_650279.1
41642	NP_650280.1
41643	NP_477331.1
5740636	NP_001097771.1
41644	NP_731796.1
41645	NP_731802.1
318249	NP_731803.1
41646	NP_650283.1
41647	NP_650284.2
41648	NP_650285.1
50026	NP_731809.1
41649	NP_731810.1
41650	NP_650287.3
3885575	NP_001034051.1
41651	NP_650288.1
41652	NP_650289.2
41653	NP_524344.1
41654	NP_650290.2
48632	NP_477091.1
41656	NP_650291.1
41657	NP_001034052.2
41658	NP_650293.1
10178823	NP_001189218.3
318688	NP_731817.1
41659	NP_650294.1
41660	NP_650295.1
41661	NP_650296.1
41662	NP_476675.1
41663	NP_650297.1
41665	NP_650299.1
41666	NP_652209.1
47998	NP_524907.2
41668	NP_476935.1
48535	NP_476806.2
41670	NP_788665.1
41671	NP_650300.2
41672	NP_650301.1
41673	NP_650302.1
41674	NP_650303.1
41675	NP_650304.2
41676	NP_650305.1
41677	NP_650306.1
41678	NP_650307.2
41679	NP_524345.2
41680	NP_650308.3
261628	NP_731853.2
3772179	NP_001027186.1
3772427	NP_001027188.1
5740131	NP_650310.2
41682	NP_650309.1
41686	NP_650313.1
41687	NP_650314.1
41688	NP_788674.1
7354380	NP_001138048.1
41689	NP_650316.1
41690	NP_650317.3
48450	NP_650318.1
7354381	NP_001138050.1
7354376	NP_001138051.1
7354378	NP_001138052.1
7354377	NP_001138049.1
41693	NP_524346.1
41694	NP_788676.1
261626	NP_731866.1
41695	NP_650320.1
45396	NP_524825.1
41697	NP_731868.1
41698	NP_650321.1
41699	NP_650322.1
251711	NP_731871.1
41700	NP_650323.2
41701	NP_731872.1
41702	NP_650324.1
41703	NP_731873.1
41704	NP_650325.1
41706	NP_650327.1
41707	NP_650328.1
41708	NP_650329.1
41709	NP_650330.3
41710	NP_650331.1
41711	NP_001097784.1
41712	NP_650333.1
41713	NP_001014620.1
41714	NP_650335.1
41715	NP_524348.2
41716	NP_650336.2
41717	NP_996208.1
41718	NP_477263.1
41719	NP_650338.1
41720	NP_476951.1
41721	NP_476706.1
41722	NP_650339.1
41723	NP_650340.1
50032	NP_652212.2
41724	NP_650341.1
14462470	NP_001334692.1
318788	NP_731887.1
318684	NP_731888.1
41725	NP_650342.2
41726	NP_477007.2
41727	NP_650343.1
41728	NP_650344.2
326258	NP_788677.1
2768666	NP_996209.2
41729	NP_650345.1
41730	NP_650346.1
12797901	NP_001247093.1
41731	NP_650347.2
41733	NP_650348.1
12797902	NP_001247094.1
41734	NP_650349.1
41735	NP_650350.1
41736	NP_650351.2
41737	NP_476769.1
41738	NP_650352.1
41739	NP_650353.1
41740	NP_524349.1
41741	NP_731898.1
318681	NP_731899.1
41742	NP_524350.1
41743	NP_650354.1
41744	NP_650355.2
41745	NP_650356.1
41746	NP_476740.1
41747	NP_650357.2
318680	NP_731905.1
41748	NP_650358.1
41749	NP_731907.1
5740700	NP_001097789.1
41756	NP_650366.1
41757	NP_524351.1
41758	NP_650367.1
41760	NP_650369.3
5740836	NP_001097790.1
41759	NP_650368.1
41761	NP_001097791.1
41762	NP_650371.1
41763	NP_650372.1
41764	NP_731917.1
41765	NP_650373.1
318677	NP_731919.1
41766	NP_650374.1
41767	NP_476856.1
41768	NP_650375.1
14462474	NP_001262570.1
41770	NP_731923.2
41771	NP_650376.1
41772	NP_731926.1
41773	NP_524352.1
41775	NP_650378.1
41774	NP_731930.3
41776	NP_650379.1
41777	NP_650380.2
41778	NP_650381.1
41779	NP_650382.3
41780	NP_650383.2
3772109	NP_001027575.1
41783	NP_001034055.1
41784	NP_650387.1
41785	NP_731941.1
41788	NP_650389.2
41786	NP_524353.2
41787	NP_650388.2
41789	NP_650390.2
41790	NP_650391.1
41791	NP_650392.1
3346167	NP_001014622.3
41795	NP_650396.1
41797	NP_650398.3
41798	NP_001097795.1
2768669	NP_996214.1
2768668	NP_996213.1
41801	NP_476848.1
41800	NP_650401.1
41802	NP_650402.1
41803	NP_650403.2
41804	NP_650404.1
41805	NP_650405.2
41806	NP_650406.2
41807	NP_650407.1
45247	NP_652010.1
41809	NP_650408.1
41810	NP_650409.1
41811	NP_650410.1
2768670	NP_996215.1
41815	NP_650414.1
41816	NP_001097796.1
41817	NP_731964.2
41820	NP_650419.1
41821	NP_650420.1
41822	NP_650421.3
41823	NP_650422.1
41825	NP_731974.4
41824	NP_650423.1
41826	NP_650425.1
8674000	NP_650426.1
49804	NP_524954.2
41829	NP_650427.1
41830	NP_650428.1
41831	NP_650429.1
41832	NP_650430.1
41833	NP_650431.1
41834	NP_650432.1
261631	NP_731983.1
41835	NP_650433.1
41836	NP_524354.1
41837	NP_650434.1
41838	NP_524355.2
5740757	NP_001097798.1
41839	NP_001036712.1
41840	NP_524356.1
41841	NP_001097800.1
41842	NP_650437.4
41843	NP_731993.1
41483	NP_524357.2
41844	NP_650438.2
41845	NP_524358.2
41846	NP_650439.1
41847	NP_650440.2
41848	NP_524359.2
41849	NP_650441.1
41850	NP_650442.1
41851	NP_650443.3
41852	NP_524360.2
19836177	NP_001287336.1
41853	NP_524361.4
41854	NP_650444.1
41855	NP_650445.3
14462475	NP_001262594.1
44451	NP_651979.1
41857	NP_650446.2
41858	NP_524362.2
41859	NP_524363.3
41860	NP_524364.2
41861	NP_650447.1
41863	NP_650448.1
41862	NP_524365.1
41864	NP_477222.1
41865	NP_650449.1
318709	NP_732017.3
10178870	NP_001189223.1
41866	NP_650450.1
41867	NP_650451.1
41868	NP_650452.1
41869	NP_650453.3
41870	NP_524366.1
41871	NP_650454.2
41872	NP_650455.1
41873	NP_650456.2
41875	NP_650458.1
41877	NP_650460.1
41876	NP_650459.1
41880	NP_732028.4
41879	NP_650462.1
41882	NP_650465.1
41883	NP_732033.1
41884	NP_650467.2
41885	NP_524367.1
41887	NP_732036.2
41888	NP_650470.1
41889	NP_524368.5
41890	NP_650471.2
41891	NP_650472.2
41892	NP_650473.1
41893	NP_732043.1
14462476	NP_001262606.1
318668	NP_732044.2
41894	NP_650475.1
41895	NP_732047.2
41896	NP_650477.1
41897	NP_650478.1
12798413	NP_001247121.1
12798414	NP_001247122.1
41899	NP_788681.1
318741	NP_732053.1
41900	NP_650481.1
41901	NP_650482.1
318666	NP_732055.1
5740212	NP_001097807.1
41902	NP_650483.1
41903	NP_650484.1
41904	NP_650485.1
41905	NP_650486.1
19834873	NP_001369015.1
41906	NP_650487.1
41907	NP_650488.1
41908	NP_650489.1
47765	NP_650490.1
41910	NP_650491.1
41911	NP_650492.2
41912	NP_650493.2
41913	NP_650494.2
49241	NP_732072.1
41914	NP_650495.1
12798422	NP_001247127.1
41916	NP_001138058.1
41917	NP_650498.3
44207	NP_524719.1
41919	NP_476741.1
41920	NP_650499.1
41921	NP_732076.1
41922	NP_650501.1
41925	NP_650503.1
41927	NP_650505.2
41926	NP_650504.1
41929	NP_650507.1
41930	NP_524369.1
41931	NP_650508.1
41932	NP_732085.1
41935	NP_650512.1
41934	NP_001097810.1
41936	NP_650513.1
41937	NP_524370.2
41938	NP_524371.1
318590	NP_001356895.1
39877387	NP_001356919.1
41939	NP_650514.1
41940	NP_650515.1
318251	NP_732096.1
41941	NP_524372.1
41942	NP_524373.1
41943	NP_732097.2
41944	NP_732098.1
41945	NP_650516.2
44849	NP_476685.1
41948	NP_650518.1
41949	NP_650519.1
44432	NP_524751.3
41951	NP_650520.1
41952	NP_732105.2
41953	NP_650521.1
41955	NP_732108.2
318250	NP_732112.1
41954	NP_650522.1
41957	NP_732113.3
41958	NP_476709.1
41959	NP_650523.1
41960	NP_650524.1
41961	NP_524376.2
41962	NP_650525.1
41963	NP_650526.1
41964	NP_650527.2
41965	NP_524377.1
47384	NP_524378.1
41967	NP_650528.1
318663	NP_732119.1
41968	NP_536744.2
53562	NP_524994.2
53565	NP_524996.1
41971	NP_524379.2
41972	NP_650529.2
41973	NP_650530.2
49701	NP_524941.3
41975	NP_536747.2
53437	NP_524987.1
14462479	NP_001262628.1
41977	NP_650531.1
41978	NP_650532.2
41979	NP_650533.1
53443	NP_652611.1
41981	NP_650534.2
41982	NP_650535.1
41983	NP_477445.1
41984	NP_650536.1
8674030	NP_732133.1
41985	NP_650537.3
41986	NP_650538.1
41987	NP_650539.2
41988	NP_476748.1
318657	NP_732136.2
41989	NP_650540.1
41990	NP_650541.1
41991	NP_524380.1
41992	NP_650542.1
41993	NP_650543.1
41994	NP_650544.1
41995	NP_650545.2
41996	NP_001036717.1
41997	NP_650547.1
7354465	NP_001138060.1
42000	NP_477442.1
42001	NP_001036718.1
42002	NP_650551.1
42003	NP_732147.1
42004	NP_650552.3
42005	NP_650553.1
42006	NP_650554.3
42007	NP_650555.2
42008	NP_477462.1
7354466	NP_001138061.1
42013	NP_650560.1
42014	NP_650561.1
42015	NP_524381.1
42016	NP_650562.1
42017	NP_650563.2
42018	NP_536741.1
42019	NP_650564.2
42020	NP_650565.2
42021	NP_650566.1
42022	NP_650567.1
42023	NP_650568.2
42024	NP_650569.1
42025	NP_732164.1
42026	NP_536740.1
42027	NP_650570.1
42028	NP_650571.2
42029	NP_650572.2
42030	NP_650573.1
42031	NP_650574.2
42032	NP_536776.2
42034	NP_536748.1
326131	NP_732175.1
42036	NP_536732.1
42037	NP_476693.1
76382456	NP_001401044.1
47763	NP_524896.2
42041	NP_650578.1
44964	NP_524801.1
42043	NP_996221.1
42044	NP_650579.1
64872	NP_525017.1
42045	NP_650580.1
318655	NP_732186.1
42046	NP_650581.1
42047	NP_650582.1
42048	NP_650583.1
42049	NP_650584.1
42050	NP_650585.1
2768671	NP_996223.1
42051	NP_650586.2
42053	NP_650587.1
318652	NP_732191.1
42054	NP_650588.2
42055	NP_650589.2
42056	NP_650590.1
42057	NP_650591.1
42058	NP_650592.1
42059	NP_477260.1
42060	NP_732199.2
42061	NP_524382.1
42062	NP_650594.1
42063	NP_650595.1
42064	NP_650596.1
42065	NP_650597.2
42066	NP_524383.3
5740656	NP_001097817.1
10178912	NP_001189239.1
19835571	NP_001287371.1
42067	NP_650598.1
318653	NP_001097818.1
42068	NP_650599.1
42069	NP_650600.2
42070	NP_650601.2
42071	NP_001138068.1
318651	NP_732214.1
42072	NP_650603.1
42073	NP_650604.1
42074	NP_650605.1
42075	NP_650606.2
42076	NP_650607.1
42077	NP_650608.1
42078	NP_650609.1
42079	NP_650610.1
42080	NP_650611.2
318649	NP_732222.2
42082	NP_650613.2
19835677	NP_001287373.1
19835885	NP_001287374.1
42084	NP_650615.2
326137	NP_732225.2
42086	NP_524384.3
42087	NP_650616.2
42089	NP_650618.1
42091	NP_650619.1
42092	NP_524385.2
42093	NP_650620.3
5740605	NP_001097819.1
5740878	NP_001097821.1
3885578	NP_001097822.2
10178873	NP_001189241.1
10178954	NP_001189242.1
42094	NP_650621.1
42095	NP_650622.1
42096	NP_650623.1
3885579	NP_001034060.2
10178916	NP_001189243.1
42097	NP_650624.2
2768672	NP_996225.1
10178910	NP_001189244.1
10178777	NP_001189245.1
42098	NP_650625.1
42100	NP_650627.1
14462482	NP_001262667.1
42099	NP_001097824.1
42101	NP_524386.1
42102	NP_650628.1
42103	NP_732242.2
42105	NP_650631.1
42106	NP_650632.1
46201	NP_652040.2
43912	NP_524654.2
42109	NP_524387.1
42110	NP_732244.3
42113	NP_732246.1
42114	NP_524388.1
8673956	NP_001163637.1
42115	NP_524389.1
42116	NP_650636.2
42117	NP_524390.2
50039	NP_001097828.1
42118	NP_650637.1
42119	NP_732250.1
42120	NP_650639.1
42121	NP_732252.1
42122	NP_524391.2
42123	NP_650641.2
12798449	NP_001247154.1
42124	NP_650642.2
19836048	NP_001369022.1
42125	NP_650643.2
42126	NP_650644.1
42127	NP_650645.1
42128	NP_650646.1
318645	NP_732260.2
318698	NP_732261.1
42129	NP_732262.1
42130	NP_524392.2
42131	NP_650648.3
42132	NP_650649.1
42133	NP_524393.2
42134	NP_650650.1
42135	NP_650651.1
42136	NP_650652.1
42137	NP_650653.1
42139	NP_650655.1
42140	NP_650656.1
42141	NP_650657.2
42142	NP_650658.1
42143	NP_650659.2
42144	NP_650660.2
42145	NP_650661.1
42146	NP_650662.1
42148	NP_732278.2
42150	NP_001014630.3
42152	NP_650668.1
12798450	NP_001247174.1
45840	NP_524844.6
48228	NP_650672.1
42158	NP_650673.1
42159	NP_650674.1
42160	NP_524394.2
42161	NP_650675.1
42162	NP_524395.2
42163	NP_650676.2
42164	NP_650677.1
42165	NP_650678.1
42166	NP_524396.1
3772662	NP_650680.1
3771951	NP_650679.3
42169	NP_650681.2
42171	NP_650682.1
42172	NP_650683.3
42173	NP_650684.1
42174	NP_650685.1
42175	NP_650686.1
42176	NP_650687.1
42177	NP_650688.1
42178	NP_650689.1
14462483	NP_001262700.1
42179	NP_650690.1
42181	NP_650692.2
42180	NP_650691.1
42182	NP_650693.1
42183	NP_650694.2
42184	NP_650695.1
42185	NP_650696.1
47285	NP_477026.1
42187	NP_650697.1
42186	NP_732309.1
42189	NP_650699.1
42188	NP_650698.1
326128	NP_001014634.1
14462484	NP_001014633.2
7354473	NP_001138073.1
59260	NP_732316.2
42191	NP_650701.1
42192	NP_650702.1
44260	NP_524728.2
42194	NP_650703.1
42195	NP_650704.1
42196	NP_650705.1
42197	NP_650706.1
47260	NP_652051.1
42199	NP_477356.1
42201	NP_650708.1
42202	NP_650709.3
42203	NP_650710.3
42204	NP_732328.1
42206	NP_650713.2
42207	NP_650714.1
42208	NP_650715.3
42209	NP_650716.2
42210	NP_476854.1
42211	NP_650717.1
42212	NP_650718.2
42213	NP_650719.2
42214	NP_650720.1
42216	NP_650722.1
42215	NP_001138075.1
42218	NP_650723.1
14462485	NP_732338.1
42220	NP_650724.1
42221	NP_001163647.1
42222	NP_650726.1
42226	NP_524397.2
42228	NP_650728.1
13084062	NP_001247181.1
12798465	NP_001247180.1
42230	NP_650729.1
44233	NP_477308.1
42236	NP_650735.3
42232	NP_650731.3
42233	NP_650732.1
42234	NP_650733.1
42235	NP_650734.2
42237	NP_732361.1
42239	NP_477453.1
42240	NP_650738.1
248102	NP_650739.2
318638	NP_732363.1
318636	NP_732364.1
42242	NP_650740.1
318637	NP_732366.1
42243	NP_650741.1
42244	NP_650742.2
42245	NP_650743.1
30522407	NP_001334694.1
42246	NP_650744.1
3346166	NP_001014639.1
42248	NP_001097830.1
42249	NP_477004.5
42795	NP_477138.1
5740817	NP_001097831.1
42250	NP_650747.1
42251	NP_650748.2
42252	NP_650749.2
42253	NP_650750.4
42254	NP_650751.3
45969	NP_524860.2
42256	NP_650752.2
42257	NP_650753.1
42258	NP_650754.2
318633	NP_732378.1
42259	NP_650755.1
42260	NP_650756.1
42261	NP_524398.1
42262	NP_650757.3
5740234	NP_001097832.1
42264	NP_650759.1
42265	NP_620122.2
42266	NP_650760.1
42267	NP_650761.2
42268	NP_650762.1
42269	NP_732390.3
14462486	NP_001262721.1
42271	NP_650765.1
42272	NP_650766.1
42273	NP_524399.1
42274	NP_650767.1
53563	NP_732393.1
42279	NP_650771.1
42280	NP_650772.1
42281	NP_650773.1
42283	NP_650775.2
42282	NP_650774.1
42284	NP_524400.2
42285	NP_650776.1
42286	NP_650777.1
42287	NP_650778.2
42289	NP_524401.2
42290	NP_650780.1
42291	NP_524402.1
42292	NP_650781.2
42293	NP_650782.1
42294	NP_650783.2
42295	NP_650784.3
42296	NP_650785.1
42298	NP_650786.2
42297	NP_476658.1
7354421	NP_650787.1
42299	NP_732404.2
42300	NP_524403.1
42301	NP_650788.1
42302	NP_650789.1
42303	NP_732406.1
42305	NP_732407.1
42306	NP_524404.1
42307	NP_650792.1
42308	NP_650793.1
42309	NP_650794.1
42310	NP_650795.2
42311	NP_650796.1
42312	NP_650797.1
14462489	NP_001262728.1
42313	NP_477264.1
12798476	NP_001247194.1
42314	NP_732413.1
42315	NP_650799.1
318714	NP_732414.1
42316	NP_732415.1
42318	NP_650802.1
42319	NP_650803.1
42320	NP_650804.2
326129	NP_732419.1
42322	NP_650805.1
42323	NP_001097835.1
42325	NP_732424.1
42324	NP_650807.1
42327	NP_001036721.1
42326	NP_650809.1
42328	NP_650810.1
42333	NP_650813.2
42334	NP_650814.2
42335	NP_650815.2
42336	NP_650816.3
42337	NP_650817.1
42338	NP_650818.1
42339	NP_650819.1
42340	NP_650820.1
4379856	NP_001036729.2
42341	NP_477437.1
42342	NP_650821.2
42343	NP_650822.1
326126	NP_732440.2
42344	NP_001097837.1
42345	NP_650824.1
45910	NP_524406.1
42347	NP_650825.2
42348	NP_732446.1
5740178	NP_001097838.1
42350	NP_650827.3
42351	NP_650828.1
42352	NP_650829.1
42353	NP_650830.1
42354	NP_650831.1
42355	NP_650832.1
42356	NP_732452.1
318746	NP_732454.1
42357	NP_650833.1
42358	NP_001097839.1
42359	NP_650835.1
42360	NP_650836.1
42361	NP_650837.1
42362	NP_650838.1
42363	NP_650839.1
42364	NP_650840.1
42366	NP_477089.3
42367	NP_524407.1
42368	NP_650842.2
42369	NP_650843.1
42370	NP_524408.1
42371	NP_650844.1
8673993	NP_001163658.1
42373	NP_650846.1
42374	NP_650847.1
42375	NP_650848.1
42376	NP_650849.1
42377	NP_650850.1
42380	NP_524409.2
42379	NP_477291.1
26067361	NP_001369024.1
42381	NP_650851.1
42382	NP_732473.2
42385	NP_650854.1
42386	NP_001247200.1
42387	NP_650856.2
42388	NP_650857.3
42389	NP_650858.1
42390	NP_650859.3
42391	NP_650860.1
42392	NP_650861.1
42393	NP_650862.1
42394	NP_650863.3
50044	NP_652224.1
3772159	NP_001027199.2
3772456	NP_001027201.1
42396	NP_650864.1
42397	NP_650865.1
42398	NP_524411.1
318627	NP_732487.1
42399	NP_650866.1
117473	NP_732489.2
42400	NP_650867.1
42402	NP_001036730.2
42401	NP_650868.1
53560	NP_524992.1
42409	NP_650875.3
42410	NP_650876.1
42412	NP_650878.4
42413	NP_650879.1
42414	NP_650880.3
42415	NP_001097845.2
42416	NP_650882.1
3346162	NP_001014642.4
42421	NP_650886.1
42422	NP_650887.1
54520426	NP_732513.1
42423	NP_001369026.1
42424	NP_524413.1
42425	NP_524414.2
42426	NP_650889.1
10178932	NP_001189254.1
326270	NP_788695.2
42428	NP_732516.2
42429	NP_650891.1
2768673	NP_996245.1
192508	NP_650892.2
50048	NP_652228.1
42431	NP_650893.2
42432	NP_650894.1
42433	NP_524415.1
42434	NP_650895.1
42435	NP_524416.1
42436	NP_650896.2
3885577	NP_001034062.1
42437	NP_650897.3
42438	NP_524417.1
42439	NP_650898.1
42440	NP_650899.1
44235	NP_524724.2
42443	NP_001097846.1
42444	NP_650901.2
42445	NP_524418.2
42446	NP_650902.1
42447	NP_001097847.1
318623	NP_001036733.1
44483	NP_651982.1
42449	NP_650904.3
42450	NP_650905.2
42451	NP_650906.1
43982	NP_524669.2
318626	NP_732543.2
42453	NP_524420.1
42454	NP_650907.2
42455	NP_732549.2
42456	NP_732546.1
326124	NP_650909.1
42457	NP_650910.1
42460	NP_650913.2
46155	NP_732553.2
318725	NP_732554.1
2768674	NP_996246.1
42462	NP_650915.1
42463	NP_650916.1
42464	NP_524421.1
42465	NP_650917.1
42466	NP_650918.1
326127	NP_732563.2
42467	NP_788697.1
42468	NP_650920.3
42469	NP_650921.1
42470	NP_650922.1
42471	NP_650924.3
42473	NP_650925.1
44121	NP_536778.2
117462	NP_536779.2
42474	NP_524422.1
117459	NP_536782.2
42475	NP_650926.1
42476	NP_650927.1
117460	NP_536781.2
42477	NP_732570.1
42478	NP_650929.1
48971	NP_732572.1
42481	NP_524423.2
12798498	NP_001247216.1
42482	NP_650931.1
42483	NP_650932.1
42484	NP_650933.2
50050	NP_652230.1
42485	NP_524424.2
42486	NP_650934.1
42487	NP_732580.3
326125	NP_732581.1
42488	NP_650936.1
42489	NP_650937.3
42490	NP_524425.2
42491	NP_524426.2
42492	NP_476603.1
42493	NP_524427.1
42494	NP_524428.1
42495	NP_650938.2
42496	NP_650939.2
42497	NP_650940.2
42498	NP_650941.3
42499	NP_650942.1
42500	NP_524429.1
42501	NP_477170.1
42502	NP_476979.1
42503	NP_650943.1
42504	NP_524430.1
42505	NP_650944.3
42506	NP_650945.1
42507	NP_650946.3
42508	NP_650947.1
42509	NP_650948.2
42510	NP_650949.1
42515	NP_536757.2
42512	NP_650951.1
42513	NP_650952.2
42514	NP_650953.1
42516	NP_650954.1
42517	NP_650955.1
42518	NP_650956.1
42519	NP_650957.1
42520	NP_650958.2
42521	NP_524431.2
42522	NP_650959.2
42523	NP_650960.2
42524	NP_732610.1
42525	NP_650961.2
42526	NP_650962.1
42527	NP_650963.2
42528	NP_650964.1
42530	NP_650966.2
42529	NP_650965.1
42531	NP_650967.2
49228	NP_524936.2
42536	NP_524433.1
42537	NP_732637.1
42538	NP_001097859.4
42539	NP_001097860.1
42540	NP_650970.2
318736	NP_732641.2
42541	NP_524434.2
42542	NP_524435.2
42543	NP_650971.2
42544	NP_476873.2
42545	NP_650972.2
42547	NP_476657.1
42548	NP_650974.1
42549	NP_524436.2
42550	NP_524437.2
42551	NP_650975.1
42552	NP_650976.1
42553	NP_536736.2
42554	NP_732650.1
8673963	NP_001163677.1
10178817	NP_001189264.2
10178911	NP_001189265.2
3885584	NP_001163678.1
42556	NP_650979.1
326133	NP_732652.1
42557	NP_732653.2
318622	NP_732654.1
42558	NP_732655.3
42560	NP_650983.1
42561	NP_524438.1
42562	NP_650984.1
42563	NP_524439.1
42564	NP_524440.2
42567	NP_524441.2
42568	NP_524442.2
117472	NP_732664.2
117471	NP_732665.1
117470	NP_732666.1
42571	NP_524443.2
42572	NP_650987.1
42573	NP_650988.1
42574	NP_650989.7
318616	NP_732671.1
326138	NP_732672.1
42575	NP_001138096.1
42576	NP_650991.1
326250	NP_788708.2
32625	NP_788705.1
42577	NP_732682.2
42578	NP_650993.1
42579	NP_650994.1
42580	NP_650995.1
42581	NP_650996.1
26067040	NP_001303540.1
42582	NP_650997.1
42583	NP_650998.1
44936	NP_652002.2
42585	NP_650999.1
42586	NP_651000.1
42587	NP_524444.3
42588	NP_651001.2
42589	NP_651002.3
42590	NP_651003.1
42591	NP_524445.1
42592	NP_651004.1
19835431	NP_001287458.1
42593	NP_651005.1
42595	NP_524446.3
42594	NP_651006.1
42596	NP_524447.2
42597	NP_651007.1
42598	NP_651008.1
50055	NP_652235.1
42599	NP_651009.1
318610	NP_732699.1
318728	NP_732700.2
318727	NP_732701.2
42600	NP_732702.3
42601	NP_732703.1
42602	NP_651012.2
42606	NP_651016.1
42608	NP_651018.2
42609	NP_651019.1
3885576	NP_001036743.1
42610	NP_651020.1
42611	NP_651021.1
42612	NP_651022.1
42613	NP_651023.1
42614	NP_651024.1
42615	NP_732717.1
42616	NP_651026.1
42617	NP_651027.1
4379860	NP_001036744.1
42618	NP_732721.1
42619	NP_651029.1
42620	NP_524448.3
42621	NP_651030.1
42622	NP_651031.1
4379861	NP_001036745.1
12798510	NP_001247238.1
42624	NP_732725.2
42625	NP_651033.2
42626	NP_651034.2
42627	NP_651035.1
42628	NP_651036.1
42629	NP_651037.1
42630	NP_651038.3
42632	NP_732734.3
42633	NP_651040.3
42634	NP_651041.3
42635	NP_651042.1
42636	NP_651043.2
42637	NP_651044.1
5740644	NP_001097870.2
42638	NP_732741.1
42641	NP_651048.1
42642	NP_651049.3
42643	NP_651050.1
42644	NP_651051.1
42645	NP_651052.1
42646	NP_524449.1
42647	NP_651053.1
42648	NP_651054.1
42649	NP_524450.2
42650	NP_651055.1
42651	NP_651056.1
42652	NP_651057.1
42653	NP_651058.1
326254	NP_788714.1
